global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
546.1021792792322	n/a	n/a	298227.59021352674	826.9633578648691	n/a	n/a	683868.3952511395	547.2354655482775	n/a	299466.65475384	n/a	581.0257584960029	447.8018193351255	n/a	n/a	n/a	n/a	-0.1550614754	-0.0332480738	0.0781873829	-0.0465468898	0.084636737	-0.0802844263	0.0156068593	0.1475157504	-0.0500672381	-0.0666719563	-0.170050255	-0.0602078064	0.0260978103	-0.0493442897	0.0576770083	-0.0319808311	0.0372595368	-0.0466227933	0.0499257504	-0.0580057466	0.0338104602	-0.0809389309	0.14493014	-0.0440313979	0.019628963	-0.0488836025	0.0196525691	-0.0668548247	0.0316908446	-0.1067307402	0.093592418	-0.027493261	0.043885627	-0.0355540951	0.0032647986	-0.0032503339	0.1318286647	-0.084835356	0.0585489774	-0.0224770286	0.1932514631	-0.165347146	0.0304837734	-0.0179613517	0.0436223956	0.0139020597	-0.0132325394	0.1806000452	0.0181966927	-0.1082044011	-0.0299231834	0.13230953	0.0782409548	-0.0405629344	0.1163652282	-0.0857098863	0.0077879274	-0.0146969096	0.0006148807	-0.0448933136	0.1927162956	0.1279499147	-0.0213462427	0.1883277011	-0.0792278143	0.0671205707	-0.0838423366	0.0185513509	-0.0744859301	0.1757943209	-0.0554925429	0.0160930385	0.0310330469	-0.1121400926	0.2323836277	-0.0001087577	0.0287587243	-0.1493185825	0.151032949	-0.024237128	0.0108292692	-0.0318927207	0.0172991032	-0.0639225726	-0.1570073974	-0.0279213943	0.0318460206	0.0358732088	-0.058091582	0.1698138693	-0.0526636771	0.0281703574	-0.025025431	0.0750591073	-0.0754023644	0.0466446363	-0.0216663382	-0.0473923766	0.0401319544	-0.0374600515	0.055568017	-0.0939978187	0.0149623885	-0.0326109171	0.0660017359	-0.0488811308	0.1368403997	-0.0329006459	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.115545	n/a	n/a	0.0133506470249999	-0.0371151	n/a	0.00137753064801	n/a	-0.142142	n/a	n/a	0.0202043481639999	0.0079008099999999	n/a	6.242279865609843e-05	n/a	0.00150637	n/a	n/a	2.2691505769e-06	-0.00117438	n/a	n/a	1.3791683844e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.0887929485885	-1.013386330643698	1.026951855135498	297121.79219814925	823.7784180393355	-3.1849398255335477	10.143841692269662	678610.8820273902	547.4621056916408	0.2266401433632836	299714.75716832525	0.0513657545837297	580.8202108889161	446.74395546131626	0.951511	16.437773	0.1585473599999999	0.0802593999999999	-0.1450689561	-0.0321393829	0.0453359349	-0.0834062268	0.0286439436	-0.0259555947	0.0476816439	0.1253087424	-0.1269175544	-0.0512884675	-0.1430090802	-0.0452221969	0.0648770435	-0.0488853681	0.0871194284	-0.0205943801	-0.0086524372	-0.187992853	0.0124187817	-0.0210866946	0.0052848798	0.0109487564	0.0950245959	-0.1115024944	-0.0187074534	0.0466190363	-0.0212369927	0.0023092093	-0.0064269683	0.054800069	0.1650407718	0.0437947925	-0.0078929178	-0.0235755377	-0.0870184495	-0.1413094938	-0.0200737265	-0.0593427297	0.0031939798	-0.0081791369	-0.1118281756	-0.033835992	0.1507916169	0.0077786539	0.1311668709	0.0701291738	-0.0928112647	-0.0153428693	0.0236793017	0.0519429747	-0.0330080446	0.086640588	0.1201509869	-0.0400180112	0.0777583574	-0.1351413169	0.0139333328	0.1045057163	0.0254603315	-0.0912088899	0.1258425109	0.0664586319	0.0191357103	0.0963529116	-0.0742392777	-0.0601956718	0.020770739	0.0199992345	-0.107292892	0.022261301	-0.0358597739	-0.0527319125	-0.0063186176	-0.1203967254	0.0443537351	-0.0370825281	-0.0408433245	-0.1239262416	0.0623141875	0.1055471618	0.0428337329	0.1694770366	-0.0688411947	-0.1505854556	-0.1414142142	-0.0174753064	-0.008258084	0.0617811126	-0.1053434217	0.1708424046	-0.0564738558	0.0286213457	-0.0082556698	0.0845977876	-0.0533066401	-0.009058033	0.0031917652	-0.0219540353	0.0209121878	-0.0620946962	-0.0162781192	-0.0713979637	-0.011783136	0.092827767	0.0117324228	0.0028922161	0.0869487692	0.0299693296	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.115649	-0.000104	1.0816000000001428e-08	0.013374691201	-0.00414754	0.03296756	1.72020880516e-05	0.0010868600123536	-0.0883054999999999	0.0538365	0.00289836873225	0.0077978613302499	0.00712742	-0.0007733899999999	5.08001158564e-05	5.981320920998465e-07	0.00109225	-0.00041412	1.7149537440000005e-07	1.1930100625e-06	-0.000929104	0.000245276	6.0160316176e-08	8.632342428160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.8532980010131	-1.2354949475754893	1.526447765484561	295776.4097465787	817.2671712207605	-6.511246818575046	42.39633513240366	667925.6291551838	547.0529208514284	-0.4091848402123332	299266.89821207925	0.1674322334595927	579.4767076279044	438.4960512616481	0.925147	15.982324	0.0563828	0.0363495	-0.1245232873	-0.033642907	0.0042234752	-0.0580475864	-0.0566477037	0.0184602124	-0.0010959289	0.0964533723	-0.0601860365	-0.0595478434	-0.1138635774	-0.0180293405	0.0834053134	-0.0043513834	0.0687976175	0.0047350175	0.0026479707	-0.0747161068	0.090048335	-0.0886244728	-0.0474891815	0.046119881	0.0377661045	0.0715582218	0.0193772599	0.0928405034	0.0246249864	-0.0848630213	-0.0403336697	0.0129389045	-0.1065313497	0.037674488	0.1203859501	0.1477461475	-0.1493352588	0.0373169185	0.0474561149	0.0329393721	0.0730449522	0.012452372	0.0246395998	0.0426264534	0.0657139743	0.0312293331	0.0598199733	0.154413085	-0.0727495008	-0.0948972642	0.0643226807	-0.0232586985	-0.0503969767	0.0784682076	0.0723490279	-0.0301769297	0.0633595428	-0.0930180175	0.0015516961	0.0130396784	0.066877384	-0.0582786198	0.039279831	0.0601867279	0.099440702	-0.0043609581	-0.0578998098	0.0433965533	-0.0613197282	0.0159931228	0.0542346873	-0.0654793673	0.0170150073	-0.0617354089	0.0803222042	0.1417616644	0.0342791799	0.0378157154	-0.0869459138	0.0703777713	0.0065571083	0.083423885	0.1833222565	-0.0226223487	-0.0402820789	0.0564943849	-0.1285225043	-0.0141863734	-0.0049540871	0.0423548153	-0.0681569369	0.1687375975	-0.0605691481	0.0164785188	-0.0170885044	0.0441532292	-0.0239379903	0.0134812145	0.0509340001	0.0587374248	-0.0391469988	-0.0114035108	0.0010514721	-0.0456660731	-0.0027462538	0.03959494	-0.0439514557	-0.1100838298	0.0465570936	-0.1370309015	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.102795	0.012854	0.000165225316	0.0105668120249999	-0.00100334	0.0031441999999999	1.0066911555999998e-06	9.885993639999998e-06	-0.0543734	0.0339320999999998	0.0011513874104099	0.00295646662756	0.00725647	0.00012905	5.26563568609e-05	1.6653902500000088e-08	0.00109225	0.0	0.0	1.1930100625e-06	-0.000929104	0.0	0.0	8.632342428160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.9125569958145	0.0592589948014392	0.003511628464877	295840.86965772515	815.5047000315722	-1.762471189188318	3.106304692718884	665047.9157735845	547.0296567641992	-0.0232640872292222	299241.4453795576	0.0005412177546088	579.5301251930305	440.7947649851478	0.8465519999999999	14.62456	0.04809621	0.0314074	-0.128158278	-0.0350939584	-0.0123275976	-0.1028547644	-0.0514219993	0.0378075372	0.0229518424	0.0839680321	0.0125029954	-0.0607060883	-0.1081361233	-0.0201084081	0.0577548972	-0.0383237752	0.1028351435	0.0233660319	0.0155894604	-0.1249111592	0.0014061108	-0.0598526134	-0.0610339967	-0.0371551657	-0.0213519867	-0.0286222718	0.0502021886	-0.0878845417	0.0980436534	-0.0671111942	-0.0090585183	0.0726918266	-0.072419141	-0.066360344	-0.0110563977	0.0922612598	-0.0806699777	-0.0087205955	0.0060803581	-0.0276651614	-0.0386521579	-0.0259888248	-0.0336206261	0.0093559366	-0.0432353793	0.099685403	0.0238425916	-0.0013955059	0.0795843756	-0.0082403247	0.0370890421	-0.0630073812	-0.0527886402	0.0771863556	0.0855909046	-0.0322404842	0.0520018207	-0.0777517958	-0.0278701957	0.0516614948	0.0572203017	-0.0728886541	0.0708916399	-0.0133018178	0.1384208246	-0.003862281	0.0053898386	-0.0146694365	0.0626015532	0.0409399726	0.0621390131	-0.0059311277	-0.0344596625	-0.0286993499	-0.0016288037	-0.0008455201	0.0851927257	0.0639024686	0.0131400442	0.001467193	-0.0642381664	-0.0875569795	0.0641721009	0.006431556	-0.0704862003	0.1127976493	-0.1276849361	-0.0183631354	-0.0038764402	0.045716154	-0.0954884413	0.1651822452	-0.0576516047	0.0107612628	-0.0220619486	0.0359022999	-0.0318391463	0.0127259814	0.0479374393	-0.0106936069	-0.1085389589	0.0404584537	-0.0003558763	-0.0018610059	-0.0236853766	0.0831989754	-0.0194929121	-0.0221108583	0.0519014218	-0.0576860891	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0990863	0.0037086999999999	1.3754455689999965e-05	0.00981809484769	-0.0240803	-0.02307696	0.00057986084809	0.0005325460828416	-0.0566914	-0.002318	5.373124000000003e-06	0.00321391483396	0.00687662	-0.00037985	4.72879026244e-05	1.442860225000001e-07	0.00109225	0.0	0.0	1.1930100625e-06	-0.000929103	1.000000000015745e-09	1.0000000000314906e-18	8.632323846090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.0340768749642	-0.8784801208503268	0.7717273227292047	294886.0086474445	814.0237316028232	-1.4809684287489515	2.193267486951139	662634.6356125851	546.7286472265716	-0.3010095376275785	298912.21369819704	0.0906067417427686	578.6394071915428	442.169202212993	0.915816	15.821139	0.08666202	0.0412309	-0.1087757857	-0.0547063061	-0.023123558	-0.0817528586	0.0059415818	0.0484230566	-0.0091444082	0.0724308672	0.0260142999	-0.0637593498	-0.0835660125	0.0099597914	0.0447824075	-0.0787074306	0.108475396	0.0032520242	0.029971522	-0.0199812263	-0.0350381085	-0.0954666383	-0.0682010421	0.0483645434	0.0993719898	-0.0394831925	-0.0605127696	0.0383645104	-0.0017377121	-0.028786146	-0.0649896376	0.119730456	0.0228693411	0.1511244846	-0.1474430819	-0.0947279919	-0.0256825697	0.0252409041	-0.070163161	0.0373441742	-0.0783609288	-0.0967429611	-0.0073229411	0.0559464459	0.0468495916	0.1829201497	0.0380043235	0.0128781647	0.0274285942	0.0012210658	-0.0014481483	0.1287812444	-0.0613811915	0.0509720013	0.0526344402	0.0123916664	0.0908588766	-0.0658246174	-0.0025499861	0.0035807987	-0.0031281271	-0.0216040323	-0.0014334307	0.0265568048	0.1365007155	-0.0438762241	0.0197792201	-0.0483284663	0.0232630048	-0.038499126	0.0688156229	-0.046829749	-0.0539589373	-0.0165256084	-0.0491615073	-0.0238164522	-0.1400085712	-0.017571504	0.0987357561	-0.0190225794	-0.0092251627	-0.0329941987	0.0971125177	0.0326428853	-0.0555559889	-0.112815397	-0.1174507169	-0.0187564392	-0.0122822888	0.0459439053	-0.0585634059	0.1408509593	-0.0369905013	-0.0216930723	-0.0250082782	0.0579584599	-0.0564743918	-0.0216705002	-0.0096276631	-0.0083452907	-0.0744933602	0.0143993026	-0.0003539508	0.0394204007	-0.0219782861	0.0518878329	-0.05036225	0.0137216155	0.0368750325	0.0138510019	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0999831	-0.0008968	8.042502400000056e-07	0.00999662028561	-0.00149168	0.02258862	2.2251092224e-06	0.0005102457535044	-0.0646482	-0.0079568	6.331066624e-05	0.00417938976324	0.00628426	-0.00059236	3.94919237476e-05	3.5089036960000013e-07	0.00142921	0.00033696	1.1354204160000005e-07	2.0426412241e-06	-0.000754027	0.000175076	3.0651605776000015e-08	5.68556716729e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.9859149949368	-0.0481618800273508	0.0023195666877689	294833.7038828888	813.5220409019527	-0.5016907008705402	0.2516935593399739	661818.1110332784	547.3078887601863	0.5792415336146632	299545.92509913247	0.335520754264267	579.528229126959	444.30833111832914	0.931959	16.100006	0.0596223	0.0384439	-0.0957097556	-0.0463836082	-0.0256921089	-0.0792038461	0.1041439328	0.0398764442	-0.0044058146	0.069679394	0.0287647525	-0.0414042106	-0.0824725342	0.0222044721	0.0609534521	-0.0158765108	0.0568715553	-0.0438193719	0.0100386865	-0.0197439196	-0.0376708516	-0.0458170496	-0.1141308526	-0.0641594998	-0.0034055603	0.0456056744	0.0124321762	0.0129021156	0.0084817506	-0.0624211674	-0.0205966312	-0.027584262	-0.0281788011	0.0211800788	0.1139763848	0.1125092848	-0.0364081096	0.111007614	-0.0812553865	0.0959477941	-0.1482867855	-0.0524718031	0.0210814623	-0.0131073672	-0.0164959291	-0.1466536971	0.0347383093	0.0073663073	0.048560444	-0.0391985145	0.0733394597	-0.031680695	-0.0414813917	0.0523491988	0.0592267429	0.0039052167	0.0462032641	-0.0491684446	0.0398438139	0.0128770693	-0.0506304244	-0.0172461508	0.0348414238	0.0520801682	0.1533801285	-0.0378833728	0.0463554162	-0.0199953146	-0.0573501717	0.1062281979	0.0824312214	-0.0950260342	0.006124486	-0.0269981224	0.038685481	0.1389256015	0.0414751777	0.0743404046	0.0774726689	0.0517838651	0.0051930577	0.1279377029	0.0445333106	-0.001401207	-0.0432936993	0.1591532706	-0.1040587453	-0.0114964571	-0.0163102434	0.0403196546	-0.0692853647	0.1363127941	-0.0303939302	-0.0256094678	-0.0111929592	0.0107757428	-0.065635057	-0.0262891696	-0.0749254877	-0.0709008055	-0.0462841995	0.0142931368	0.0058532666	-0.0112659653	-0.0063626146	-0.0148776577	-0.0254921674	-0.0067412788	0.0401028811	-0.0779481222	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.101705	-0.0017218999999999	2.9649396099999946e-06	0.010343907025	-0.00389483	-0.00240315	1.51697007289e-05	5.775129922500001e-06	-0.0311918	0.0334564	0.00111933070096	0.0009729283872399	0.00603426	-0.00025	3.64122937476e-05	6.250000000000013e-08	0.00141347	-1.573999999999998e-05	2.4774759999999944e-10	1.9978974409e-06	-0.000929104	-0.000175077	3.0651955929000025e-08	8.632342428160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.4331147141595	-0.5528002807773191	0.3055881504274829	294233.68393850455	815.4630904047947	1.94104950284202	3.767673172483253	664980.0518125383	547.141255906113	-0.1666328540733275	299363.5539145186	0.0277665080566228	579.7655768051342	437.9814334944421	1.012727	17.49531	0.0603968699999999	0.0293125	-0.1031020152	-0.0832919087	-0.0165125462	-0.0308111045	0.0283834963	0.0300158983	-0.020797139	0.0633356435	0.0046763256	-0.045160664	-0.0918991503	-0.0056099051	0.0658562285	-0.0291752101	0.0481043979	-0.0449099396	0.0669868749	-0.0129628809	0.0092439327	0.0185170137	-0.1077794229	0.0157815901	0.1003393696	-0.0617211207	0.0236337107	-0.0759831919	-0.0427351928	0.0435758415	0.0219621112	-0.13605306	0.0070473344	-0.029135246	-0.1365942142	0.0269773566	-0.0665559553	0.1342516341	-0.1650506009	-0.0924771213	-0.0135229549	0.1126098078	0.0644887944	-0.0099997075	-0.1444891336	0.0141361465	0.0115610235	0.0002214661	-0.0061220062	0.0744516783	-0.1440877097	0.0415676019	-0.0312431328	0.0815887836	0.0686510472	-0.0496759852	0.0338119896	-0.0482800744	0.0356900825	-0.0021906569	-0.0732856968	-0.0490531142	-0.0494953848	0.1097673683	0.0572057143	0.0203704352	-0.0220130422	-0.0331097303	0.0260376739	0.0572015581	-0.0109129381	0.0597690427	-0.0762090048	-0.0486443849	-0.0045777392	-0.0301290525	-0.115387828	-0.0717590564	0.1520407629	0.0838308051	-0.0940818384	-0.0959411706	-0.0791786285	-0.0531121686	-0.0230427352	0.0678709054	-0.1076305212	-0.0232998051	-0.0011065949	0.0367469462	-0.0593302771	0.1381333173	-0.0251946045	-0.0293688105	-0.009902498	0.0102698807	-0.0522373298	0.0081583094	0.0189786335	-0.0380832358	0.069021427	-0.0378325484	0.0185640008	-0.0054745523	-0.0038503534	0.0092079941	0.021530753	0.0059836729	0.0433740724	0.0254138384	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.107914	-0.0062089999999999	3.855168099999991e-05	0.011645431396	-0.0234519	-0.01955707	0.00054999161361	0.0003824789869849	-0.0428991	-0.0117073	0.00013706087329	0.00184033278081	0.00589701	-0.0001372499999999	3.47747269401e-05	1.8837562499999825e-08	0.00109225	-0.00032122	1.0318228840000006e-07	1.1930100625e-06	-0.000929104	0.0	0.0	8.632342428160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.1084452777111	-0.3246694364484028	0.1054102429637234	293881.5664414171	815.2323461108471	-0.2307442939476232	0.0532429291893871	664603.7781453959	546.5763043966446	-0.5649515094684148	298745.65652789344	0.3191702080506403	578.8849828601395	437.92715388600817	0.91324	15.776623	0.0620947999999999	0.0499685	-0.0870698721	-0.0753050246	-0.0295917447	-0.0411065285	-0.0434235232	0.0334541785	-0.0048409671	0.0746828734	0.008905597	-0.0616911026	-0.0656389693	0.0166725115	0.0997149099	0.0260971661	0.062022064	-0.0351669675	0.0020753626	-0.1105849221	0.0131584755	-0.1292510245	-0.0859231396	0.046850121	-0.0732638936	0.013145509	-0.0134718684	-0.0673179572	-0.0199389711	0.0620910054	0.0965583713	-0.0839724275	-0.1466776523	0.0186279827	-0.0662188808	-0.1236844069	-0.0190961163	0.0851535267	0.0467088917	0.105758182	0.1032654008	0.0162926324	0.0042473386	0.0131407539	-0.0659712242	0.0298526907	-0.0324123222	-0.0265427104	0.0846983072	-0.003479864	-0.0500730335	0.0155457899	-0.0553141613	0.063656587	0.0799361481	-0.0529676593	0.0358838676	-0.0294711679	0.0256811979	0.0431032344	0.1079455878	-0.0459500231	0.0195873511	0.0548001963	0.052310293	-0.1253048445	-0.0196497138	-0.0073779705	0.0123823193	-0.006586653	0.0617731829	-0.0553666396	-0.0209826082	0.0031369846	-0.0837254856	-0.0300684009	-0.0598367007	-0.0138880934	0.1220030113	0.0863559567	-0.0734801936	-0.1132940739	-0.0664415478	-0.1386052918	0.085920797	-0.1456041806	-0.0978410437	-0.0161740977	-0.0162372482	0.0443928987	-0.0640619072	0.1120681275	-0.0084202715	-0.0031713678	-0.0058473557	-0.0221268772	0.0122933796	-0.028731839	0.0175790073	0.0905899229	0.0253363883	-0.010878938	0.0145581315	0.0345362009	-0.0192799352	0.0214599313	0.0016481055	-0.0222575127	-0.1046119883	0.0291168408	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.115649	-0.007735	5.983022500000009e-05	0.013374691201	0.0256359	0.0490878	0.00065719936881	0.00240961210884	-0.0477291	-0.00483	2.332890000000001e-05	0.00227806698681	0.00590585	8.839999999999543e-06	3.4879064222499995e-05	7.814559999999191e-11	0.00109225	0.0	0.0	1.1930100625e-06	-0.000929104	0.0	0.0	8.632342428160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.154684064418	0.0462387867069082	0.0021380253961269	293931.7014529889	811.4524677950475	-3.7798783157995786	14.28748008225186	658455.1074906726	546.4877711196831	-0.0885332769614706	298648.88398335915	0.0078381411295364	578.622085106445	433.2413836069148	0.990121	17.104788	0.06939647	0.0347125	-0.0779998021	-0.0462516298	-0.058507049	-0.0620878764	-0.075525401	0.052184253	-0.0225790072	0.0467164029	0.1050913859	-0.0539282434	-0.060766877	0.0195882139	0.0528088615	-0.0635543433	0.0023184488	0.0689452211	-0.0139763707	-0.0128310843	-0.0049107138	-0.0950808473	-0.1392125818	0.0824414252	0.0815863349	0.1314045878	0.0924056529	-0.0031156097	0.0382522052	0.045570221	-0.0817502456	-0.0766156075	-0.0136989519	-0.0832186714	0.0805858287	0.018165784	0.0611856658	-0.0052671301	0.0413814534	0.0191059439	-0.0613001688	-0.0026476076	-0.02630757	0.1800991356	-0.0781114189	-0.0570148412	-0.0699630581	-0.1212587385	-0.1109743133	0.0507554102	0.0065806004	-0.0166722436	-0.0458964707	0.0513560633	0.0371273327	-0.0237800534	0.0800978035	0.0279189158	-0.0476579539	-0.0589260456	0.0199908005	-0.0429199983	0.0251898936	-0.0094963655	0.1977140057	-0.0657083096	-0.0193330273	0.036836538	-0.0964685365	0.0197753137	0.0008187181	0.0213003269	0.0571057168	-0.0110943278	-0.108046921	0.0184188289	0.0039173851	-0.0481248795	0.0086650033	0.009397833	0.047689853	0.0018975197	0.0480352185	-0.0469645661	0.1093175583	0.0184674454	-0.0930359307	-0.0166190502	-0.0105753713	0.0340650334	-0.0241660936	0.1221483115	-0.0068574055	0.0035514462	0.0051494492	-0.0836121585	0.0053981485	-0.0485673826	-0.0185858488	0.0149583028	-0.0594754065	0.0581222801	0.0108634015	0.0495367735	-0.0157280219	-0.0473705135	0.0070162287	0.0277629719	-0.0769847956	-0.0388676645	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.109197	0.0064519999999999	4.162830399999999e-05	0.011923984809	0.00382423	-0.02181167	1.46247350929e-05	0.0004757489481888	-0.0344461	0.013283	0.000176438089	0.00118653380521	0.00557243	-0.00033342	3.10519761049e-05	1.1116889640000005e-07	0.00109225	0.0	0.0	1.1930100625e-06	-0.00115268	-0.0002235759999999	4.9986227775999935e-08	1.3286711823999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.1988306641864	0.0441465997683963	0.0019489222711109	293979.5719736111	812.9095084891591	1.4570406941115834	2.122967584297165	660821.8689920862	546.580899549428	0.0931284297448655	298750.67975226184	0.0086729044267443	578.4573731445652	439.6661437646301	1.135421	19.614908	0.07490417	0.0399134	-0.0850580123	-0.0593204178	-0.0047971649	-0.0331129186	0.016273327	0.0531408612	0.0013226175	0.0354416337	0.0646914689	-0.054582673	-0.0738255259	0.0170764018	0.0654002828	-0.0385860029	0.0194135223	-0.0533223871	-0.0130497822	-0.1157382425	-0.0344642171	-0.0337342276	-0.0624261439	0.0498891409	0.0091177421	0.1037001479	-0.0391008143	-0.0626491887	-0.0523671709	-0.0204007294	0.0283029965	0.0308623632	0.0063520129	-0.021121548	-0.0379072288	-0.0699051836	0.1354662769	-0.0311796973	0.0490332394	0.0844603217	0.069226187	0.1441739635	-0.089144616	-0.0831306157	0.1024263346	-0.11561969	0.1750655957	-0.0920283475	0.0643300215	-0.0286139747	-0.0724569976	-0.0150078711	-0.0526025613	0.0447769393	0.0558400467	-0.0134280201	0.0552465679	0.0027067095	0.0150561898	0.1028416557	-0.0850481987	-0.0130625667	0.0231664193	0.0154046726	0.105663894	-0.0990453588	0.0428574382	-0.0689263685	-0.0323929408	-0.0538695767	0.0720803108	-0.0457396005	-0.0511392326	0.0854299665	-0.0857623073	-0.0325141385	0.0976899371	0.0804292157	-0.0044172127	-0.0567126872	-0.060307632	-0.0478235115	-0.0818732648	0.01836139	0.0625116087	-0.0487111351	-0.0901282164	-0.0229458655	-0.0117069029	0.0390993467	-0.0583257034	0.1042203434	0.0034046532	0.0125568499	0.0151815079	-0.0709186193	0.0201516961	-0.036175904	-0.0764515236	-0.0093486227	0.082828978	-0.0091268296	-0.0118299181	0.0542122721	0.0012143931	-0.0237607221	0.0308181076	0.0630802684	-0.1124549134	0.082951383	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0895382	0.0196588	0.00038646841744	0.0080170892592399	0.0160569	0.01223267	0.0002578240376099	0.0001496382153288	-0.0653683	-0.0309222	0.00095618245284	0.00427301464489	0.00557243	0.0	3.10519761049e-05	0.0	0.00118268	9.043000000000008e-05	8.177584900000012e-09	1.3987319824e-06	-0.0010013	0.0001513799999999	2.291590439999993e-08	1.00260169e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
