global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	c_comp_cor_19	c_comp_cor_20	c_comp_cor_21	c_comp_cor_22	c_comp_cor_23	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
313.8763456652578	n/a	n/a	98518.3603681764	411.45889881204994	n/a	169298.42541162475	n/a	333.5842464380226	n/a	111278.4494716234	n/a	354.338806361471	295.5637102764922	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	n/a	0.0	n/a	2.0706e-06	n/a	n/a	4.287384360000001e-12	-0.0148255	n/a	n/a	0.00021979545025	-5.47751e-05	n/a	n/a	3.0003115800099997e-09	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0
312.83553761854967	-1.0408080467081504	1.0832813900924354	97866.073597087	408.2299638176505	-3.228934994399424	166651.70335856025	10.426021198057208	332.30144045970945	-1.2828059783131494	110424.24733159784	1.6455911779959562	351.90758349254776	297.6958562150321	1.2628	17.733507	0.0483289547	0.0307699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.5191e-06	-1.5191e-06	2.30766481e-12	2.30766481e-12	-0.0255505	-0.0255525706	0.0006529338642679	0.00065282805025	0.0021944	0.0170199	0.00028967699601	4.81539136e-06	0.0	5.47751e-05	3.0003115800099997e-09	0.0	-0.0	0.0	0.0	0.0	6.03242e-05	6.03242e-05	3.63900910564e-09	3.63900910564e-09
312.2721244261491	-0.5634131924005601	0.3174344253709905	97513.87969362034	407.32096581783776	-0.9089979998127546	165910.36919477617	0.8262773636635887	332.4842935644305	0.1828531047210617	110545.80546703842	0.0334352579061315	352.1689026114352	292.5893873167952	1.266325	17.783007	0.0405905409	0.0221029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00576217	-0.0057606509	3.32026031089e-05	3.318509879167081e-05	-0.0289481	-0.0033976	1.1543685760000004e-05	0.00083799249361	-0.0166908	-0.0188851999999999	0.0003566507790399	0.0002785828046399	0.0	0.0	0.0	0.0	-0.000171946	-0.000171946	2.9565426916e-08	2.9565426916e-08	0.00013932	7.899579999999999e-05	6.2403364176399985e-09	1.94100624e-08
311.563536498749	-0.7085879274001172	0.5020968508571938	97071.8372756073	407.61157733306334	0.2906115152255779	166147.19797594787	0.0844550527817063	332.05140688517446	-0.4328866792560575	110258.13681442368	0.1873908770773368	352.13735100315733	290.8819916539117	1.104596	15.511851	0.052168767	0.0327891	-0.0673595046	0.0956093825	-0.094164343	-0.1664984073	0.089938338	-0.1306609964	0.0218756414	0.1113817853	-0.0713218364	0.0576082617	-0.0019279993	-0.0176783799	-0.03265262	-0.0194882856	0.041345291	0.1153132391	-0.1368687757	0.1692712589	-0.065388416	-0.108092994	0.0502872522	0.1189164544	0.0237847968	0.0368218687	-0.0314459474	-0.1358384899	0.110694828	-0.1154510391	-0.0229265442	0.0211248869	-0.0279150613	0.0696140236	-0.0546070196	0.0174935364	-0.0680191381	0.1053439855	-0.0054148749	0.0364439437	-0.0384219413	0.025967728	-0.06472163	0.0395146401	-0.0700918076	0.0189002165	-0.1589049442	0.0740302476	-0.0201452281	0.0774869941	-0.0192846033	0.0952964705	-0.0112397197	0.0266057198	-0.0373735782	0.0871911919	-0.1544095613	0.0369204404	-0.0089708809	0.0639261777	-0.0022543847	0.1172288128	-0.0079491635	-0.0113952864	0.0175710174	-0.041764182	-0.0854610582	-0.1220268968	0.0128016432	-0.028731845	0.0655171033	0.0592558112	-0.0520476227	0.0823106968	-0.0792915736	0.0917865717	-0.0544991185	0.137538837	-0.0352173415	0.0556953677	0.1042743349	-0.0839399847	0.0811501872	-0.0832856661	0.0435948249	-0.0846422062	0.0196665578	-0.0320123605	0.0190988635	-0.0049274761	0.0794187609	-0.0489654823	0.0888979337	-0.1180639984	0.059064837	-0.1275367203	0.0326947843	-0.1153646282	0.0658781872	0.0034769243	-0.1399349833	0.0538168747	-0.0417634117	0.0045421789	0.0135471865	-0.1269830664	0.0648586193	0.0423336434	-0.1069514136	-0.0298295969	-0.0746710115	0.1494847978	-0.0514323741	0.0231557727	-0.0704382064	0.0727762371	-0.0763249625	0.0698457723	-0.0815903494	0.2285667889	0.0620618351	-0.1672215017	0.0742135099	-0.0113748719	0.1005236383	-0.0699516831	0.1047803972	-0.1321430081	0.0658628548	-0.0735398392	0.064850432	-0.042750719	0.0756778421	0.1034138895	0.1034029441	0.1033847028	0.1033591666	0.0	0.0	0.0	-0.00478408	0.00097809	2.2887421446399995e-05	9.566600481e-07	-0.000166163	0.028781937	0.0008283998974719	2.7610142569e-08	-0.00284486	0.01384594	0.0001917100544835	8.093228419599999e-06	0.0	0.0	0.0	0.0	-0.00014001	3.193599999999999e-05	1.019908095999999e-09	1.9602800100000004e-08	0.0	-0.00013932	1.94100624e-08	0.0
310.87534808792566	-0.6881884108233294	0.4736032887915395	96643.48204878894	407.0789011571141	-0.5326761759492342	165713.23176728346	0.2837439084238995	331.8582796413652	-0.1931272438092719	110129.91776652652	0.0372981323013659	352.02345683148195	287.9633188393709	1.051476	14.765887	0.087869857	0.0530607	-0.0943306562	0.0022660641	-0.0791089777	-0.1262801317	-0.029298929	-0.1062609091	-0.0156168684	0.0129948685	-0.0564147128	-0.0093239859	-0.0614997858	-0.0865860242	-0.0309502647	0.0570778923	0.0924327939	-0.035075611	-0.0208282755	0.0161052071	0.0611071787	0.0296544923	0.0457409808	0.0435761133	0.1244096976	0.0815455688	0.0669616156	-0.0114986425	-0.0691850068	0.0446066369	-0.1330776096	-0.0715323508	-0.0094916485	0.0513508239	-0.0956682922	-0.0417921675	-0.0637242332	-0.1042311864	0.0086757931	0.0358635231	0.0121912068	0.0456235885	0.0528944172	-0.0201544863	0.0119923537	-0.0870710234	-0.0361536032	-0.1112407632	-0.0065509757	0.0709108776	0.0293401412	0.1285385536	-0.0358904372	0.0679933046	-0.0481837397	-0.0118269968	-0.0058552457	-0.0957649555	-0.0157274316	0.051234525	0.013147075	0.0728631952	-0.1203539971	-0.0414929037	0.1028130353	-0.0513297102	0.0105984599	-0.1116946043	0.1059821068	-0.0515950019	0.0197288257	0.0512338221	-0.0144917617	-0.0673782586	0.0037834007	-0.0180546437	0.0525256275	0.0908670468	-0.0340979441	0.0162696812	-0.001243594	-0.1656224215	-0.0851826901	-0.0140375215	0.0290742334	-0.0424034148	0.1374332934	0.0391647025	-0.0428289579	-0.0124010976	0.0880486817	-0.052317051	0.0625540866	0.1084479263	-0.1235867013	0.05418729	-0.081830902	0.0185054325	0.0276429872	-0.0753409602	0.0168253778	-0.0057118083	0.10188152	0.0212299576	0.0874489124	0.0362632619	0.0299260835	-0.0303495085	-0.0196342308	-0.0768505248	-0.1360473937	-0.0591190985	0.063927108	0.0469046379	-0.0540852529	0.0388327753	-0.101237591	0.0766644554	-0.1294038329	0.224095814	-0.0696018241	-0.1026884006	0.009179471	0.102124009	0.0075906254	-0.010521065	0.1945681281	-0.0059833918	-0.0504315769	0.0594190274	0.0283330292	0.0974436894	0.0622495481	0.1033847028	0.1032862179	0.1031221459	0.102892591	0.0	0.0	0.0	-0.0128618	-0.00807772	0.0001654258992399	6.52495603984e-05	-0.0419131	-0.041746937	0.0017428067488819	0.00175670795161	-0.00361061	-0.00076575	5.863730625000006e-07	1.3036504572100002e-05	0.000605579	0.000605579	3.66725925241e-07	3.66725925241e-07	-0.0	0.00014001	1.9602800100000004e-08	0.0	0.0	0.0	0.0	0.0
310.4053641832963	-0.4699839046293732	0.2208848706106718	96351.4901137648	407.6828909882973	0.6039898311831848	166205.3396045759	0.3648037161726921	331.8087689193797	-0.0495107219854844	110097.05913179432	0.0024513115915239	351.743381650781	286.39803729229726	1.191643	16.734243	0.110441355	0.0691815	0.0596576239	-0.0909388508	-0.0803176431	-0.0730198972	-0.1400472375	-0.1055575103	0.0432056428	0.0044569119	-0.0185351791	0.0241287578	-0.0201091752	0.0329164504	-0.0178897163	-0.0048624227	0.0654803518	0.0237832542	0.0483703023	0.0083188237	0.0840706996	0.054693928	0.0718545739	-0.078890279	0.1336775452	0.0927171071	-0.0467308003	0.1144980892	0.1020894777	0.012687539	-0.091401064	-0.0177443017	0.0433013176	-0.0844727481	-0.1698470905	0.0054038802	-0.0659919617	0.0479021549	-0.1022304448	0.0557271711	-0.0874844284	0.0303554477	-0.0386515181	0.0100224229	0.0645635041	0.0641139484	-0.0061909484	0.1590326297	-0.0567480657	-0.0123261836	0.0248290148	-0.0391230478	-0.0750372587	0.0161792646	-0.0490736398	-0.0065229358	-0.0538958202	-0.0330087795	0.0471387897	-0.1178618776	-0.0806374921	-0.0602843645	-0.0255395856	-0.010993873	-0.0249958951	-0.0336388071	0.1073632547	-0.0189260196	0.0532686058	0.0591953522	0.0377894807	0.1052610671	0.0517401336	0.0163909697	-0.1052599828	0.0664601813	-0.025787301	0.0609031478	0.0008096317	-0.0713307495	0.0342417208	0.0166593242	-0.0101874486	-0.0769807542	0.0518274045	0.0347157054	-0.0470445106	0.0982662715	-0.0384711629	0.0594249235	-0.0554162526	-0.0406927219	-0.029820481	-0.019880297	0.0097082135	0.1014241915	-0.0016423182	0.0271081164	0.0961427806	-0.0316483456	0.0636858964	0.0486713936	-0.0869018506	-0.0075190646	-0.0005043366	0.0574596569	0.0984603267	0.1146690762	-0.1478768103	0.0112922886	-0.0251977471	0.0003251236	-0.0956651018	0.1004875082	-0.0255178322	-0.0239393465	-0.0721199888	0.0058152723	-0.0866199907	0.1686655944	0.1554200378	-0.0929803156	-0.0017752036	-0.0573439126	0.1138558444	-0.0111351783	0.0420129846	0.0603638707	0.011137351	0.0065854206	-0.0281898964	0.0002117857	-0.0092939174	0.1033263376	0.1030528971	0.1025976989	0.1019615458	0.0	0.0	0.0	-0.0130935	-0.0002316999999999	0.0001714397422499	5.3684889999999827e-08	0.0210818	0.0629949	0.00396835742601	0.00044444229124	0.00996568	0.01357629	0.0001843156501641	9.93147778624e-05	0.000181612	-0.000423967	1.79748017089e-07	3.2982918544e-08	-0.000160058	-0.000160058	2.5618563364e-08	2.5618563364e-08	-8.874429999999998e-05	-8.874429999999998e-05	7.875550782489997e-09	7.875550782489997e-09
310.4867661728184	0.0814019895221349	0.0066262838981617	96402.03196845442	405.6627391904077	-2.020151797889582	164562.25796746474	4.081013286516511	331.4307514570646	-0.3780174623150856	109846.34301139454	0.1428972018151371	350.4175927366475	285.8852743943535	1.194093	16.768648	0.106473185	0.070428	0.1014213647	0.0518973927	0.0716853096	0.0220230195	-0.0654957203	0.0438268874	0.0445979072	-0.1003193402	0.0372587245	-0.1255817007	-0.0563670105	-0.0459233391	-0.0697347436	0.0073202096	0.0165499754	-0.0103932102	0.0376945922	0.0193363716	0.0652787029	-0.0177976669	-0.0626758752	0.1304817041	-0.0012387791	0.101427161	0.0822253408	0.107813846	0.1139678252	-0.0109631577	-0.1108413285	0.0585505721	0.0551924105	0.0250704004	0.0073407893	-0.0598240724	-0.0389060538	0.0085326729	0.0306820989	-0.1269976575	0.0344123461	-0.0527021572	0.0063616849	-0.0202140906	-0.044123789	-0.0621138047	-0.0304227525	0.049092836	-0.0381033339	0.1029312574	0.0353196407	0.0159987264	0.1385969988	0.0168335961	-0.046041475	-0.0837968683	0.0195674241	-0.0191441854	0.0703607914	0.0209571936	0.0222787691	0.1165759202	0.141450049	0.0123729667	-0.001665401	0.0506991584	0.0327111282	0.1545194846	0.1038769836	-0.0195952865	0.0347618511	-0.0260733709	-0.106134035	0.1124599005	-0.0174485022	-0.026498724	0.0057142845	-0.0030147199	-0.0030496665	-0.0049023476	0.0366623845	-0.108865397	-0.0335083688	-0.0308034596	0.029110396	-0.129397095	0.0042976303	0.0656206575	0.1142112079	0.0078685275	-0.0477605681	0.0648408432	0.0146122041	0.0652498469	0.0883386676	-0.0378950373	0.1445021971	-0.0010621155	0.0689586872	-0.0134186235	0.0231556078	-0.0382712671	-0.0241315462	0.0653555587	0.0493352863	0.0358154221	0.0406353959	-0.116284258	-0.0123406195	-0.0558105605	0.0742398118	-0.0588403754	0.0686022463	0.0327998134	-0.1124621577	-0.0302612091	-0.0704162381	-0.0268842341	-0.0891038686	0.1112395425	-0.1339978678	-0.0982442255	0.1126982295	-0.0053883757	-0.077269826	0.0456725835	0.1325532027	0.009945682	0.1553970789	-0.0562166138	0.0264511613	0.0363425629	-0.0307134713	0.1032388104	0.1027032453	0.1018126938	0.1005702341	0.0	0.0	0.0	-0.0120428	0.0010507	0.0001450290318399	1.1039704899999998e-06	-0.0464877	-0.0675695	0.00456563733025	0.00216110625129	0.0185843	0.00861862	7.428061070440004e-05	0.00034537620649	0.000390348	0.000208736	4.3570717696000004e-08	1.52371561104e-07	-0.000447265	-0.000287207	8.248786084900002e-08	2.0004598022500006e-07	0.0	8.874429999999998e-05	7.875550782489997e-09	0.0
310.62004712715293	0.1332809543345092	0.0177638127883175	96484.81367727472	405.8962997814461	0.2335605910383833	164751.80617626954	0.0545505496861989	332.1566725257465	0.7259210686818847	110328.055103376	0.5269613979562495	351.4327214318588	285.1724749148222	1.086625	15.259477	0.10497147	0.0793745	-0.0219671989	0.0555218637	0.0825798445	-0.014621173	0.1102301513	0.0438749589	0.025571725	-0.0281514498	-0.064141013	-0.0254164357	0.0788428994	0.0931449264	0.0888364224	-0.0434976546	-0.0138516817	0.0247647667	-0.0862254516	-0.0335879126	-0.0890156791	-0.0506697837	0.0802353248	-0.0793014549	-0.0176666221	-0.1298822746	-0.1482126393	0.0313233015	-0.03083191	-0.1930583865	0.0898784497	0.1427633206	0.0390606702	0.0004768886	0.0218102269	-0.0965087771	0.0899508182	0.0305447574	0.0976181008	0.0934132498	-0.0486592258	0.0756497832	0.0365592266	0.0634593937	0.0641186799	0.0471867096	-0.0519125852	-0.0191886286	-0.0154253673	-0.0846011253	0.0643508879	-0.1504933361	-0.0164785664	0.010418665	-0.1328592254	-0.0076664604	0.0735521988	0.0274609434	0.0459157086	-0.0829907821	-0.1145906374	0.0643893183	0.0954058357	-0.1179293429	-0.0763619476	0.0707240917	-0.0813004569	0.0602434794	-0.0524062478	0.1163858772	-0.0153620942	0.0925968726	0.0908323687	-0.0698934197	0.0877042883	-0.0468624865	0.0142309693	0.0363165237	0.118263219	0.0563916225	-0.0919808562	-0.0113531384	0.0087538472	-0.013475276	0.1345849254	0.0259767958	-0.0950683401	-0.0642434281	0.119703097	0.0155075193	-0.0175157569	-0.0029017992	0.0749441098	-0.0972245188	-0.0101230237	0.0952564754	0.0086803821	-0.0014376885	-0.0452632153	-0.0157667615	0.0313657514	0.0039346296	-0.1263874237	-0.0491730103	0.0035563901	0.0002274364	-0.0672093544	0.0003218414	-0.1037586662	0.0400212895	-0.0137487855	0.1272252265	0.0225487674	0.0513101434	0.0092627235	-0.1039622785	-0.0734464595	-0.0223366965	-0.0443535153	0.040094002	0.1566755868	-0.0220616873	0.1280387377	-0.0578425017	-0.0222932834	0.0676853914	0.0009396814	0.174628364	0.1004691138	0.0142974314	0.1030626258	-0.0911026176	0.024400713	0.1031221459	0.102237657	0.1007691241	0.0987249362	0.0	0.0	0.0	-0.0172987	-0.0052559	0.00029924502169	2.762448481000001e-05	0.0307653	0.077253	0.005968026009	0.0009465036840899	0.0185752	-9.100000000001468e-06	8.281000000002671e-11	0.00034503805504	6.88896e-05	-0.0003214583999999	1.0333550293055999e-07	4.74577698816e-09	-0.000319654	0.000127611	1.6284567321000004e-08	1.02178679716e-07	0.0	0.0	0.0	0.0
310.8489570786087	0.2289099514557619	0.0523997658754793	96627.07411685873	407.3290011592725	1.4327013778263904	165916.9151854106	2.0526332380256376	332.5717566019273	0.4150840761807899	110603.97328929156	0.1722947902988598	352.4913227660465	284.8406292638101	1.030329	14.468913	0.08344916	0.0679585	-0.1073609856	-0.0113980656	-0.0200881819	-0.0531589556	0.0605469388	-0.1364407837	-0.0434302266	-0.0150709343	-0.0277705431	-0.0246732268	-0.0341398743	-0.045960425	-0.0590887299	0.0953369079	-0.2137134603	0.0142649523	-0.0111989011	-0.0198508494	-0.0096255524	-0.0773017886	-0.163716215	-0.0465341225	-0.0683388357	-0.0837883901	0.0533372684	-0.0001590856	-0.0114348079	0.0292597026	0.0714016958	-0.0722041535	0.1490620722	0.1124450233	0.0412351378	-0.0636075316	-0.0734304382	0.0120575397	0.0883500741	0.0379530601	-0.1082789168	-0.0121413642	-0.0627124678	0.0790777788	-0.0464559408	-0.0346100538	0.085763778	0.039673525	-0.0402141578	-0.0058155492	-0.1360491082	-0.0070369239	-0.1276771372	-0.028869646	-0.0714630822	-0.0648886369	0.0258092311	-0.018069014	-0.0060701868	0.001131167	-0.1083243877	-0.0754811945	0.0233796222	-0.0846947956	0.0231724649	0.1076017835	-0.0567249639	-0.1609078265	0.0321885625	0.0471724362	-0.1011055944	-0.0794056906	0.0419173493	0.1014154779	0.0517280867	-0.0318381658	0.0080601965	0.0319404069	-0.0368796036	0.0230222342	-0.0767030525	0.0264139731	0.0614456605	0.0462328606	-0.0696744094	0.0673585975	-0.0589632654	-0.0099036475	0.0370744119	-0.0670617492	0.0490206462	-0.0111638672	0.0275204574	-0.0298017158	-0.0680795266	0.0910270506	0.0052556727	0.0001293779	0.1261048129	0.033829977	0.0738419584	0.0329905071	-0.0318943303	-0.0024223071	-0.0328130141	-0.0170101169	0.130039151	0.0110403304	0.0283073201	-0.0187592707	-0.1157641996	-0.0057068225	0.0491841907	0.002224404	-0.0566403413	0.0151827184	-0.0481134173	-0.0346251338	-0.1002903734	0.0379285152	0.0239047245	-0.0866766404	0.0346466907	0.1361892266	-0.0899284823	0.0133993629	-0.0029072308	0.0298260937	-0.0771748678	-0.1487014822	0.0338440848	0.014148166	0.0056233568	0.102976377	0.1016566579	0.09946964	0.0964339822	0.0	0.0	0.0	-0.0180541	-0.0007553999999999	0.00032595052681	5.706291599999998e-07	-0.0355293	-0.0662946	0.0043949739891599	0.00126233115849	0.00371379	-0.01486141	0.0002208615071881	1.37922361641e-05	6.88896e-05	0.0	0.0	4.74577698816e-09	-0.000288899	3.0754999999999986e-05	9.458700249999991e-10	8.3462632201e-08	-3.3087200000000003e-24	-3.3087200000000003e-24	1.0947628038400002e-47	1.0947628038400002e-47
310.6536512716061	-0.195305807002569	0.0381443582489247	96505.69104838069	407.745164884417	0.4161637251445427	166256.11948662042	0.1731922461261824	332.8384413673984	0.2666847654710977	110781.42805187908	0.0711207641343744	352.58655293019945	285.7298302957897	1.093464	15.355522	0.09421003	0.0595449	0.0129041478	-0.0868345374	-0.0837446078	-0.0455352944	-0.0864226986	-0.1419850459	-0.0846949703	0.0501857126	0.0057946417	-0.081806591	-0.0264332885	0.0533932604	0.0026414814	0.0647070036	-0.062224779	0.0199367766	0.0761494842	0.0017824928	0.1435525317	0.1641944548	0.083444699	0.0817625984	-0.0855098932	-0.0347239814	-0.0163162503	0.1143365493	-0.1292813458	-0.0656199228	0.0982028889	-0.0246648285	0.1208258476	-0.0560423406	0.007219991	-0.1093374141	-0.0375940122	0.14085777	-0.0155040138	0.0786500474	-0.0432570029	-0.0409137217	0.0455555781	-0.0918009376	0.0537151674	-0.0401540238	0.0123302285	0.0252078227	0.0173712605	0.0287710185	-0.0807439852	0.0845229433	-0.0078615792	-0.1049611776	-0.0515304131	-0.1188287138	0.0163770933	-0.1331091011	-0.072050065	0.0184523635	0.0825672741	0.0635392106	0.1393560183	0.1022894903	-0.0026588357	0.0404868105	0.0747285549	-0.1479443918	0.0009846962	0.1118746474	-0.0770390113	0.0166912043	-0.0058245077	0.1326094515	-0.0730754678	-0.0553109692	0.0052601168	-0.0507546664	0.1139514437	0.0465512392	-0.005861025	0.0740870722	0.0194974474	0.0879604024	0.0759761508	-0.0279604335	0.0674210295	-0.0120954804	-0.1070876942	-0.0359336434	-0.0542305596	0.0365898452	-0.0220468677	0.0817373123	-0.0936855152	-0.0413621532	0.0239876276	-0.145144801	0.15433859	-0.023750006	0.0537357585	-0.0105194559	-0.0918440728	0.0243795636	0.0544682202	0.0979371113	0.0470973287	0.091943702	0.2009106079	0.0400050596	-0.0573227332	-0.0174280874	-0.0532520206	0.1170714768	0.0134430945	-0.0260274247	-0.0328039764	-0.0498204905	-0.0773860021	0.0775588148	0.1852852486	0.0007598289	-0.0295145992	0.0395894412	-0.0262223647	0.0347638094	-0.0903798079	0.0570973293	0.1301455586	-0.017520809	0.0143686695	-0.0993662287	-0.0113545705	0.1028015449	0.1009609038	0.0979175418	0.0937077136	0.0	0.0	0.0	-0.0213401	-0.003286	0.00045539986801	1.0797796000000004e-05	0.0196508	0.0551800999999999	0.0030448434360099	0.00038615394064	0.0185525	0.01483871	0.0002201873144641	0.00034419525625	-0.000100997	-0.0001698866	2.886145685956e-08	1.0200394009e-08	-4.06812e-05	0.0002482178	6.161207623684e-08	1.65496003344e-09	0.0	3.3087200000000003e-24	1.0947628038400002e-47	0.0
