global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
314.5218486132127	n/a	n/a	98923.99325507268	461.1680735199101	n/a	212675.9920340652	n/a	321.28111783055704	n/a	103221.55667445228	n/a	365.2979451946914	277.8465041243855	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0459742	n/a	0.00211362706564	n/a	-0.0545899	n/a	n/a	0.0029800571820099	-0.0569178	n/a	n/a	0.00323963595684	0.0008655499999999	n/a	n/a	7.491768024998269e-07	-0.000414117	n/a	n/a	1.71492889689e-07	0.000451437	n/a	n/a	2.03795364969e-07	0.0	0.0	0.0
313.0789190448772	-1.4429295683355008	2.0820457391768747	98018.40955030876	456.764088385602	-4.403985134308073	208633.43243873003	19.39508506320649	321.2474139762357	-0.0337038543213452	103199.90098641896	0.0011359497961144	363.84133871644735	275.6039935877218	1.180161	16.140339	0.1240628	0.0724107999999999	-0.119374231	-0.0424488594	-0.0770324565	0.0524722833	-0.0489714532	0.0326773048	0.0329798546	0.1287022342	-0.1332025798	-0.1271352273	-0.0068572381	-0.0968617355	-0.0915072544	0.0081355213	-0.1274197397	0.0487325553	-0.1322566562	-0.0716546559	0.0102779717	0.0306791116	0.0060120821	-0.1343908287	0.0911117735	-0.0030941297	0.0402061269	-0.0310383094	0.0810063294	-0.003002032	0.0275740425	-0.0893795781	0.1566733092	-0.0186322962	0.0693875054	-0.0582818059	0.0124099085	-0.0952649977	0.0895955847	-0.0271086459	0.1170713056	-0.0498505638	0.0595560434	-0.0619373886	0.0727401547	-0.0539874422	0.0482314266	-0.1439926616	0.0743931423	-0.0425213398	0.0039154781	-0.0031771209	0.0212997526	-0.0788373271	0.0090558224	-0.0201068067	0.0563068952	-0.1024170714	0.0488775934	-0.0649956953	-0.0031286259	0.0148364791	0.0174201508	-0.2172667298	0.0134503026	-0.0054391437	-0.0537974066	0.0004900925	-0.0201567268	0.0392367443	-0.0187490162	0.0653083366	-0.1168562315	0.0120722834	-0.0414095981	0.1725633007	-0.0778156473	0.1404214526	-0.0418457006	0.0508360609	-0.062372033	0.0295713347	-0.0408925065	0.0328198334	-0.0056687828	0.0901750698	-0.0562593528	0.0169480376	-0.1162334751	0.0308331124	-0.0269278353	0.0589326588	-0.0309900536	0.03836616	-0.0842695286	0.0259486583	0.0005214504	0.0538383554	-0.0999627012	-0.0546264975	0.076851929	0.0088737606	-0.1198617036	0.0555743378	-0.062166841	0.0434749613	-0.0659947723	0.0721222964	-0.1622903809	0.1298784452	-0.0224299255	-0.0172768252	0.1647684235	-0.0178545533	0.0209561171	-0.0400711646	0.11280112	-0.1023274861	0.0266818939	-0.1411140989	0.0332816054	-0.0150528831	0.0140128056	0.1028653472	0.1028546891	0.1028369265	0.1028120605	0.0	0.0366702	-0.009304	0.00134470356804	8.6564416e-05	0.0110709	0.0656607999999999	0.0043113406566399	0.00012256482681	-0.0390293	0.0178884999999999	0.0003199984322499	0.00152328625849	0.000526915	-0.0003386349999999	1.1467366322493229e-07	2.77639417225e-07	-0.000482598	-6.848100000000001e-05	4.689647361000002e-09	2.32900829604e-07	0.000234363	-0.000217074	4.7121121476000016e-08	5.4926015769e-08	0.0	0.0	0.0
312.6689386548777	-0.4099803899994754	0.1680839201841219	97761.86519956768	454.9014254866441	-1.8626628989579217	206935.3069097808	3.4695130751543286	320.7675068824029	-0.4799070938327645	102891.7934715524	0.2303108187110098	363.1282716561109	271.0372711276526	1.15721	15.826449	0.0756923999999999	0.0404408	-0.0956600392	0.0326417638	-0.0804230009	-0.0363105599	0.0153569698	0.0320083544	0.0287364205	0.142202656	-0.1333592357	-0.0486575186	-0.0058930252	0.0675912569	-0.014429142	-0.0437296318	0.0580929799	0.0486701595	-0.0407181963	0.0383246364	0.0045011061	0.0292936788	-0.0744735178	-0.0555943159	-0.0401634715	0.0478463495	0.1163706354	-0.0212694044	0.1920735996	0.090748045	-0.0286501337	0.0495662524	0.0431938134	0.0182680476	0.0342259051	0.0817242582	0.041570748	0.0027946709	-0.0526727236	-0.0756050399	-0.0619844859	-0.1094752817	0.0317406846	0.0514392279	0.0456584242	0.0795534021	0.047260812	0.0934628663	-0.0899501526	0.0573746136	0.0454919298	-0.0214245762	-0.0566497995	-0.1408230862	-0.081907364	0.0253987827	0.0580166306	0.0974448305	-0.0264222534	-0.111967762	-0.0226342503	0.0203018329	0.0348471914	-0.0983766023	0.1450457113	0.0041105277	0.1356720282	0.0782827747	0.0409057424	0.0024413326	-0.0489994295	0.0315016419	-0.0171808202	-0.1357699806	0.0655351527	0.0648784776	0.1597272473	0.078271069	-0.0033291009	-0.0431562554	-0.0727344826	-0.0223949968	0.0337006375	0.0374589165	-0.0355632459	0.0164970414	0.0163059112	0.1054968955	0.007404614	-0.0805616654	0.0807064245	-0.0214225325	-0.0029537567	-0.1696423912	0.071033036	-0.0680526751	0.1185891496	-0.0226488103	-0.0529973482	-0.0708193716	0.0764418055	0.0126340689	-0.1236265644	-0.0329944367	-0.0572192347	-0.0342353049	-0.0420808521	0.046471551	-0.1440985539	-0.065790825	0.0096764223	0.0987832759	0.064461932	0.0034196836	0.0287651707	-0.0741225004	-0.0309084476	-0.057937898	-0.0773497761	-0.0921769414	-0.0139857576	-0.0986841865	0.0465241432	0.1028369265	0.1027410258	0.1025812577	0.1023577213	0.0	0.0249545	-0.0117156999999999	0.00062272707025	0.0001372576264899	-0.0222752	-0.0333461	0.0011119623852099	0.0004961845350399	-0.0551204	-0.0160910999999999	0.0002589234992099	0.00303825849616	0.000660383	0.0001334679999999	1.7813707023999993e-08	4.3610570668900004e-07	-0.000529482	-4.6883999999999967e-05	2.198109455999997e-09	2.80351188324e-07	0.000123925	-0.000110438	1.2196551844000001e-08	1.5357405625e-08	0.0	0.0	0.0
312.2109648459281	-0.457973808949589	0.2097400096837947	97475.68657002535	453.8600747148821	-1.0413507717619837	205988.9674201984	1.084411429849279	320.5592332541818	-0.2082736282211499	102758.22202450893	0.0433779042124017	362.980008354038	270.8687741910491	1.030087	14.087862	0.0649174099999999	0.0389966	-0.0775315418	0.0661637946	-0.0197279235	-0.0159025532	0.0771502393	0.0087458912	0.0391930847	0.0486183511	-0.044860437	-0.0017919718	0.1514970004	0.0199048273	0.1036046615	-0.0799367888	0.0635814143	-0.0290120584	-0.0615494629	0.1139928147	-0.0420468799	0.0140866867	0.0472711742	0.0252505023	-0.0012986952	0.1224366675	0.016057933	-0.0341652037	0.0361157022	-0.0427760125	-0.0563543747	-0.0143313527	-0.0577992383	-0.0130563067	0.039862319	0.0013461525	0.0854606877	-0.0730963262	-0.133206206	-0.0216062715	0.1005396434	-0.0173657767	-0.0225425416	0.0492704532	0.0007059978	-0.0711485271	-0.0226946109	-0.0542626368	-0.1452880064	0.0498070784	-0.1876411418	-0.0652146763	-0.1521043909	0.0024172021	0.0500569359	-0.0036139172	-0.0393364398	-0.0054451066	-0.0774254175	-0.0083538732	-0.0749532933	-0.0444596978	0.0128014921	-0.0012704061	0.1049077744	-0.0020705345	0.004140181	-0.0160253785	0.0422781393	-0.0534977745	0.0254094369	0.0641665292	-0.0413344293	-0.0026874405	0.0148024887	-0.0230604718	0.0967117695	0.0429377491	0.129553522	0.0736225727	-0.0476217639	0.0632321286	0.0129202663	0.1199534196	0.0007007591	0.1557848804	-0.0497236171	-0.0720554391	-0.0186160289	0.0247049407	-0.0082326865	0.0307083269	-0.0740096125	0.0492465281	0.0357272238	-0.0584100809	-0.0474907036	0.0684577246	0.1135897519	-0.0654474005	0.0511786514	0.0379958152	-0.0807860319	-0.0340356707	0.0166166208	-0.0634429141	-0.100509531	0.0497675403	-0.0414789591	0.0330594007	0.0635188137	0.0431691538	0.0834645044	0.0474268453	-0.0510742459	-0.0678616505	0.1254800683	0.0914094623	-0.0214834067	-0.0673290343	0.0019684913	-0.0080417358	0.0875316331	0.1027800929	0.1025138249	0.1020705557	0.1014510507	0.0	0.0141533	-0.0108012	0.00020031590089	0.00011666592144	0.0133742	0.0356494	0.0012708797203599	0.0001788692256399	-0.0551227	-2.299999999996749e-06	5.289999999985046e-12	0.0030385120552899	0.000507825	-0.0001525579999999	2.327394336399997e-08	2.578862306250001e-07	-0.000414117	0.0001153649999999	1.3309083224999994e-08	1.71492889689e-07	2.25578e-05	-0.0001013672	1.027530923584e-08	5.0885434084e-10	0.0	0.0	0.0
311.99909696086246	-0.2118678850656579	0.0448880007221948	97343.43650439366	453.2472663597103	-0.6128083551718078	205433.08446255015	0.3755340801683764	320.51607016388147	-0.043163090300311	102730.5512332982	0.0018630523642728	362.7057802911848	267.3317469086498	0.999732	13.672726	0.07810612	0.0414832	-0.037023695	0.0675305433	0.0148921349	-0.0886121273	0.0551335107	0.0201800402	-0.0178325769	-0.0747529797	-0.0211692934	0.0361917525	0.0335209345	0.1178286211	-0.0611133927	-0.1005457463	-0.0483790329	0.001381724	-0.0808352238	0.088124097	-0.0330795977	0.0342290086	0.0221809795	-0.0178307575	-0.082543042	0.0731823269	0.1847355977	0.0010336049	-0.1194074654	0.1055014038	0.0085526254	-0.0358471607	-0.0340109287	-0.0312529431	-0.0404052101	-0.0222351104	-0.0468055535	-0.0822465255	0.0194144956	-0.0057322648	0.110125489	0.0024944951	-0.0224801194	-0.0008097224	-0.0932982024	0.1741242942	0.056069232	0.0693631014	0.0158863453	0.0891223455	0.0514466223	-0.0622828981	0.0407496752	-0.0523941095	-0.0732450986	-0.072240441	0.1209405907	0.1054824653	-0.1038326171	-0.03081262	-0.0743730424	-0.0040007569	-0.0013895105	0.0345881171	0.1034130558	-0.0286414655	-0.0187122067	-0.0235770518	0.0010053994	-0.0499800977	-0.1009850851	0.0297948829	0.0477221757	-0.1143572617	-0.0922598273	0.0449599217	-0.0843498809	-0.0813799334	-0.039432964	-0.0308396945	-0.0182577932	0.0941751682	0.0730823194	-0.0689312091	-0.0482183091	-0.0295575466	-0.0464501419	0.0779290994	0.0557345674	-0.092708709	-0.1189960071	0.098179942	-0.0156854928	-0.1047370622	-0.0449025701	0.0579088827	-0.0538501983	-0.0623683928	0.034030957	-0.0659362568	0.0896854164	0.0515173819	-0.0155946342	-0.0820377509	-0.0687564125	-0.0274228639	-0.0700613705	0.0601670285	-0.0633115584	0.0213298726	0.0157658071	-0.0554715931	0.0233966416	-0.0163074244	0.0644817414	0.0748292614	0.0780925182	-0.037336649	-0.0813201033	-0.0063713262	0.0289212999	0.0156337006	0.0866973052	0.1026948621	0.1021733373	0.1013060902	0.1000960555	0.0	0.0141362	-1.7100000000000795e-05	0.00019983215044	2.9241000000002717e-10	-0.00470086	-0.01807506	0.0003267077940036	2.20980847396e-05	-0.0551091	1.359999999999556e-05	1.8495999999987923e-10	0.00303701290281	0.0010155	0.0005076749999999	2.577339056249999e-07	1.03124025e-06	-0.000910124	-0.000496007	2.46022944049e-07	8.28325695376e-07	0.000218883	0.0001963252	3.854358415504e-08	4.7909767689000004e-08	0.0	0.0	0.0
312.0066070391064	0.0075100782439676	5.64012752305163e-05	97348.12283605538	453.5241033007171	0.2768369410068203	205684.11227471952	0.0766386919060137	320.6909382019787	0.1748680380972587	102842.67784486532	0.0305788307479843	363.1949588824064	268.2576260385049	1.004172	13.733441	0.0512648649999999	0.0250889	-0.0497867524	0.0921887246	0.0647402587	-0.0588372973	0.0952094608	0.0421869326	-0.0254833634	-0.1238235441	-0.0261782217	0.0604321813	-0.0316396516	-0.006632694	-0.0700825979	-0.1200133006	-0.0135040104	-0.1075544784	-0.002404411	-0.0709145765	0.028470509	-0.1085944678	-0.0894426452	-0.0293446355	-0.0989016645	0.0075881433	0.0205929479	0.1465565303	-0.0906441453	0.0433106851	0.1252677778	-0.0573818245	-0.0849720822	-0.0420300469	-0.0387667559	0.0165507284	-0.0301825114	0.2008454225	-0.0536151466	0.0486036041	-0.1071182486	-0.1245121298	0.0915624967	-0.0303324922	-0.022459011	-0.0139331272	0.0468964698	-0.0317891898	0.0829081134	0.013821467	0.0305653476	0.1171728557	0.006178758	0.0463546039	0.0011267827	-0.0542265773	-0.1056198278	-0.0971467337	0.0428076705	0.20793351	-0.115183975	0.0077449049	-0.0302357539	0.0823562703	0.0376614422	0.009889302	-0.1349982982	-0.0770646013	0.2082564294	-0.0081034489	0.0484334098	-0.1076289007	0.1447727509	-0.0226546109	0.0304684427	-0.0464870914	-0.0550188042	-0.1131978951	-0.1275695495	0.0658408317	-0.0327560247	-0.1705570606	-0.0610617513	-0.0310918981	-0.0822476423	0.0189544057	-0.0238310399	0.0718945063	0.0584003671	0.0128740983	-0.0144757567	-0.0158178089	0.1410961438	0.0192589745	0.0818830327	-0.0865380514	0.0357809458	-0.0993809612	0.0821079328	-0.0661523789	0.0657279526	0.0843375113	0.0265992445	-0.0488912913	-0.0046870157	-0.0196092478	-0.0818694077	0.0847585098	-0.0336239807	0.0482846499	-0.0049804044	-0.0573078813	-0.0211005629	-0.049102181	0.0444574227	0.0730525621	0.0359529341	-0.0769257142	-0.0946747914	-0.0113638988	0.0039892276	0.1268416689	0.0253465082	0.1025812577	0.1017199394	0.1002897619	0.0982987234	0.0	0.0209449	0.0068086999999999	0.0004386888360099	4.635839568999999e-05	0.0128928	0.01759366	0.0003095368721956	0.0001662242918399	-0.0551298	-2.0699999999998497e-05	4.2848999999993774e-10	0.00303929484804	0.000830013	-0.0001854869999999	3.440542716899997e-08	6.88921580169e-07	-0.000836515	7.360899999999998e-05	5.418284880999997e-09	6.99757345225e-07	-5.88571e-05	-0.0002777401	7.713956314801e-08	3.46415822041e-09	0.0	0.0	0.0
312.662654362967	0.6560473238605482	0.430398091144587	97757.93543329617	455.5197822615196	1.9956789608024792	207498.27203158225	3.982734514589663	322.1567789053468	1.4658407033680874	103784.99019466851	2.148688967650649	364.2389613032341	271.8519326903364	1.190537	16.282244	0.0825668665	0.0436291	-0.0615601896	-0.0345557171	0.1051339536	0.0072455805	-0.0526727897	0.118205205	-0.0343929647	0.0232696844	0.0031367159	0.1179028606	-0.062408414	0.0095336683	0.0930872949	-0.0755680191	-0.0994057383	0.1525738631	-0.0323200518	0.1798843459	-0.1472340098	-0.0310565937	0.091721849	-0.1759608722	0.0141778752	-0.1018215908	-0.1114256809	-0.0310191707	-0.0141407659	0.0090679474	-0.0156987386	0.1859592331	0.0420435145	-0.1531618043	-0.0659990716	-0.1462881511	0.0571425845	-0.0450569381	0.0439046778	0.0988541312	0.1198320088	-0.0014951303	0.0025066855	0.0348634012	-0.0286350181	0.0063745522	-0.054094615	-0.0387038067	-0.0199221094	0.0430589567	0.0030400848	-0.0058909714	0.1392727422	0.0950165461	0.0333613287	-0.0273419738	0.0555371524	-0.0545118527	-0.0232722974	0.0308915125	-0.0367561309	0.153615076	0.002518297	-0.0590992381	-0.1321403715	-0.1548295231	0.0975977502	-0.0681844626	-0.0511902215	-0.125786875	0.04030316	0.0309795602	-0.0717571593	0.0341232999	-0.0636378044	0.1240922291	-0.0215349986	-0.0205206308	0.0389710215	0.0542824062	0.1282535513	0.0404687628	-0.0222789907	-0.0147139409	0.049958795	-0.1023078015	-0.004827508	-0.0304713809	0.0515604233	0.0226323765	-0.1299345309	-0.0626404188	0.0161577268	0.0971478619	-0.0125016994	-0.0653541627	0.0388437003	-0.0478118984	-0.0333619836	-0.0475008278	0.0295394177	0.0473188424	0.0491527581	0.043703635	0.1424778113	-0.0141726593	-0.0924245066	0.0281857017	-0.0136592861	0.0661246446	0.0230066165	0.0018218303	-0.032783177	-0.0715060978	-0.0655739172	0.0853111492	-0.1263217793	0.0079115429	-0.0936167975	-0.0889910305	-0.0978756978	-0.0646966959	0.0202389537	0.102439311	0.1011541321	0.0990240974	0.0960669971	0.0	0.0141439	-0.006801	0.00020004990721	4.6253601e-05	0.0336326	0.0207398	0.0004301393040399	0.00113115178276	-0.0550751	5.4699999999997806e-05	2.9920899999997603e-09	0.00303326664001	0.000217182	-0.000612831	3.75561834561e-07	4.716802112400001e-08	-0.000415131	0.000421384	1.7756447545600005e-07	1.72333747161e-07	6.35523e-06	6.521233000000001e-05	4.252647984028901e-09	4.03889483529e-11	0.0	0.0	0.0
313.0484522410364	0.3857978780694111	0.1488400027228602	97999.33345050843	456.0048309524609	0.4850486909413121	207940.40585198245	0.2352722325838805	321.0910383183856	-1.0657405869612262	103099.45488837895	1.1358029986964588	363.803618754074	273.6746991687619	1.250936	17.108288	0.1139109999999999	0.0722213	-0.0920752529	-0.1273920618	0.0518289506	-0.0160782706	-0.0977651789	0.0371608696	0.0803860436	-0.0261224702	-0.1685791289	0.0061778578	0.1760390266	0.1033778336	-0.0339165985	0.043654735	0.0271641849	-0.005227359	0.1797967377	-0.0416660204	0.0740683102	0.1317044379	0.0075143036	-0.087381074	0.0269430614	0.0548510308	-0.052269416	-0.1314483259	-0.0073620868	0.0327424958	-0.0272135237	-0.0218992093	-0.0618925985	0.0563449212	0.042116285	-0.1155173569	0.0441931838	-0.0754105059	-0.0295897235	0.1105912366	-0.007698992	0.0210391054	-0.1192554384	-0.1296224786	0.0534238258	0.068540967	0.0042549945	-0.027391627	0.0470667032	-0.0815527715	0.0097269027	-0.0602477747	0.0493419341	-0.0615449483	-0.0867420508	0.0872073008	0.0208287348	-0.0495566081	0.072798786	0.0130301699	0.0332617061	0.0637847345	0.1435836822	-0.0851585614	0.0513201746	-0.0503782895	-0.0221482016	-0.0896522592	-0.1308707033	-0.0142499502	0.1043165182	0.0638802095	0.0056224614	0.0962808663	0.0199318535	-0.1009050949	-0.0202348111	0.08571666	-0.0915668398	0.0403093911	-0.1594700047	0.0081863184	0.0761105305	0.001348107	0.035715959	-0.089419318	0.1288604643	-0.1003330309	-0.0702330491	0.0347243373	-0.11360703	-0.0493712028	-0.0662206829	-0.1799165018	0.0039168654	0.0482097683	-0.0488215443	0.0069139613	-0.0508438818	-0.0998541081	0.067429009	-0.1260787976	-0.0046776983	-0.0524073897	-0.0753425442	0.1121903725	-0.0726890122	0.0371966633	-0.0911493187	0.0205331597	0.0219293633	-0.0412908261	-0.0284049843	-0.0334858623	-0.0509643967	-0.071262616	0.074925523	0.0970380062	0.0234118529	0.155665965	0.0062651595	0.1077127948	-0.0080090459	0.1022690613	0.1004765409	0.0975122434	0.0934107389	0.0	0.0141191	-2.4799999999998434e-05	0.00019934898481	6.150399999999222e-10	-0.0264417	-0.0600743	0.00360892152049	0.0006991634988899	-0.0550935	-1.839999999999481e-05	3.38559999999809e-10	0.0030352937422499	0.000932272	0.00071509	5.113537081000001e-07	8.691310819840001e-07	-0.000775911	-0.00036078	1.301622084e-07	6.02037879921e-07	6.35523e-06	0.0	0.0	4.03889483529e-11	0.0	0.0	0.0
312.3426782417492	-0.705773999287203	0.4981169380698528	97557.94865122886	455.1551196770446	-0.8497112754163254	207166.1829682248	0.7220092515696384	321.411161020682	0.3201227022964303	103305.1344286628	0.1024785445255689	363.6743427872658	274.1965662147192	1.125342	15.390615	0.06438905	0.0482791	-0.1059907376	-0.0851156354	-0.022806378	-0.0156159383	-0.0335120682	0.0424920694	0.0430088843	0.0373524002	-0.1336316746	0.0795992392	-0.1505172508	-0.055941846	0.0823767032	-0.0521789864	0.1230242675	-0.1676734807	0.1362505135	-0.0388890598	-0.0927688784	-0.0052663478	-0.0278399299	-0.1315752466	0.0175754834	0.0201470877	0.0345120056	0.0448940025	0.1187970579	-0.0751742542	-0.0086645945	0.0488088588	-0.0821918119	-0.0676798943	0.0074467213	0.0913666322	-0.1052145709	-0.0237008127	0.1447178152	-0.0237221642	-0.0753515038	-0.0049794112	-0.0327894541	-0.078764866	-0.0615386507	-0.0445847703	-0.0710024855	-0.0344014423	0.0704670614	-0.0294271735	-0.0487523088	-0.0621088255	0.0668764251	-0.0157910353	-0.0750069857	-0.0871499004	0.0644892943	-0.0108458533	0.0208335641	0.1694054944	-0.0145827069	0.0756116002	0.0265630432	-0.1254731239	-0.0236406124	-0.0803769942	0.0458094926	0.032230827	0.0979847604	0.0353670263	-0.0208174653	0.1009412696	0.0268899046	-0.1188430905	0.0385866853	-0.1876374617	-0.1159505964	0.0648251031	-0.0514568329	-0.0814724187	0.0297967444	0.0565350381	-0.1300919283	-0.0162079944	0.0887870615	-0.1368331137	-0.0496414908	-0.0296213926	-0.0210863143	0.125911975	0.0813589966	0.0016735023	-0.0553308045	0.0498877622	0.1403692732	0.0111763	-0.0444436342	-0.0579876322	-0.0053187527	-0.0580419281	0.0910019775	-0.0169143061	-0.0617891603	0.0901961993	0.0398295756	-0.009789385	-0.0338885644	0.0358555618	-0.0769044366	0.0423995519	0.0234797539	-0.0137327843	-0.0126120435	-0.065892287	0.0531628558	0.0215876232	-0.0937840383	-0.0174159542	-0.0486435341	0.0985534369	0.0396501678	-0.0414080907	0.1739575649	0.1020705557	0.0996879144	0.0957579585	0.0903416872	0.0	0.0141357	1.659999999999856e-05	0.0001998180144899	2.7555999999995216e-10	0.0198889	0.0463306	0.00214652449636	0.00039556834321	-0.0490484	0.0060450999999999	3.6543234009999975e-05	0.00240574554256	0.000932272	0.0	0.0	8.691310819840001e-07	-0.000535976	0.000239935	5.7568804225000017e-08	2.87270272576e-07	6.35523e-06	0.0	0.0	4.03889483529e-11	0.0	0.0	0.0
312.3898246774341	0.0471464356849082	0.0022227863977911	97587.402561998	454.5971384692083	-0.557981207836292	206658.55830439253	0.3113430282984473	320.79392456847023	-0.6172364522117846	102908.74204004135	0.3809808379389906	363.2030169222504	269.2994872763315	1.156152	15.811978	0.06119435	0.0375208	-0.0586121671	-0.0292335609	-0.0841436304	-0.1241922673	-0.0098651001	-0.0469618278	0.0655189767	0.0536281485	-0.1119508123	0.0531211901	0.0064804275	0.1001571035	-0.0107804807	0.1073251333	0.1078952983	-0.0288975397	0.1186630438	0.0353000834	0.0130114796	-0.0790612322	0.0328285323	0.0033549177	-0.0015810385	0.0124019708	0.0351050734	-0.0131591412	0.0204291337	0.0204551836	-0.1338832312	0.0589110917	-0.1200148348	0.1606963806	0.0308064648	-0.0652063084	0.0157370676	-0.0427856369	0.1652313588	-0.0322760535	-0.0422459214	0.112749347	-0.0186367271	0.0193742787	-0.0391016687	-0.1107317211	0.0064822454	0.1173875758	-0.0583056806	-0.028680935	-0.1419979186	0.0310061672	0.0042751696	-0.0544790772	-0.0154609234	-0.078018523	0.0592216515	0.0629791707	0.0552684064	0.0401734416	-0.0003532235	-0.017544714	0.078490457	-0.0489077893	0.0864998538	-0.0048666815	0.0365477365	0.0139509693	-0.0471608505	0.0387871647	-0.046323822	0.0629462134	0.083690557	0.0704674318	0.0666761795	-0.0684674629	0.0242530262	-0.0710919233	0.0856461418	-0.0829184805	0.0703737494	0.0037721142	-0.0409452311	0.0220973406	0.0443744731	0.0112274238	0.0901443191	-0.1373048091	-0.1774651942	0.0076434303	0.114976992	-0.0184959902	-0.1109978759	-0.0303471211	-0.006551985	0.0175250124	-0.1314776431	-0.0378763241	-0.0243135314	-0.0758903051	0.0737362769	-0.0726422943	-0.0942124583	-0.0439611625	-0.0484128645	0.0221304694	-0.043580581	0.0921037981	-0.0217665756	-0.0102642524	-0.0218481157	-0.0008959294	0.0228400778	-0.0391985749	-0.0778269695	-0.0862158166	-0.022200565	-0.0642849001	-0.0738011184	0.1402991737	0.0230744959	0.051685424	0.0496467368	0.1018438489	0.0987891242	0.0937656043	0.0868734044	0.0	-0.00472405	-0.0188597499999999	2.23166484025e-05	0.0003556901700624	-0.0116555	-0.0315444	0.00099504917136	0.00013585068025	-0.0550941	-0.0060457	3.655048849000001e-05	0.00303535985481	0.000932272	0.0	0.0	8.691310819840001e-07	-0.000630866	-9.489000000000004e-05	9.004112100000007e-09	3.97991909956e-07	6.35523e-06	0.0	0.0	4.03889483529e-11	0.0	0.0	0.0
