SubjectNum	Age	Gender	PressedTask	Block Type	Block Repeat Num	Response Rate	Onset	Block	Trial	ImgType	ImgNum	RT	PressedC	FrameC
15	32	16	6	2	1	75	10	1	1	6	5	432.21	49	6
15	32	16	6	2	1	75	10	1	1	6	5	880.61	49	15
15	32	16	6	2	1	75	10	1	2	6	10	12.39	49	1
15	32	16	6	2	1	75	10	1	2	6	10	688.85	49	14
15	32	16	6	2	1	75	10	1	3	6	4	9.51	49	1
15	32	16	6	2	1	75	10	1	3	6	4	708.53	49	15
15	32	16	6	2	1	75	10	1	4	6	9	8.46	49	1
15	32	16	6	2	1	75	10	1	4	6	9	641.99	49	13
15	32	16	6	2	1	75	10	1	5	16	7	12.67	49	1
15	32	16	6	2	1	75	10	1	5	16	7	762.54	49	16
15	32	16	6	2	1	75	10	1	6	6	2	10.15	49	1
15	32	16	6	2	1	75	10	1	6	6	2	690.31	49	14
15	32	16	6	2	1	75	10	1	7	6	3	12.73	49	1
15	32	16	6	2	1	75	10	1	7	6	3	683.4	49	14
15	32	16	6	2	1	75	10	1	8	16	9	9	49	1
15	32	16	6	2	1	75	10	1	9	6	8	658.11	49	14
15	32	16	6	2	1	75	10	1	10	16	2	0	-1	16
15	32	16	6	2	1	75	10	1	11	6	7	490.25	49	10
15	32	16	6	2	1	75	10	1	11	6	7	709.4	49	15
15	32	16	6	2	1	75	10	1	12	6	6	0	-1	16
15	32	16	6	2	1	75	10	1	13	6	1	118.1	49	3
15	32	16	6	2	1	75	10	1	13	6	1	716.57	49	15
15	32	16	6	2	1	75	10	1	14	16	5	8.52	49	1
15	32	16	6	2	1	75	10	1	15	6	5	685.24	49	14
15	32	16	6	2	1	75	10	1	16	6	2	10.47	49	1
15	32	16	6	2	1	75	10	1	17	6	4	61.56	49	2
15	32	16	6	2	1	75	10	1	17	6	4	680.22	49	14
15	32	16	6	2	1	75	10	1	18	6	9	0	-1	16
15	32	16	6	2	1	75	10	1	19	6	10	61.86	49	2
15	32	16	6	2	1	75	10	1	20	16	1	8.88	49	1
15	32	16	6	2	1	75	10	1	21	6	3	620.35	49	13
15	32	16	6	2	1	75	10	1	22	16	10	0	-1	16
15	32	16	6	2	1	75	10	1	23	6	7	16.04	49	1
15	32	16	6	2	1	75	10	1	23	6	7	757.52	49	16
15	32	16	6	2	1	75	10	1	24	16	4	7.68	49	1
15	32	16	6	2	1	75	10	1	25	6	8	0	-1	16
15	32	16	6	2	1	75	10	1	26	16	3	43.19	49	1
15	32	16	6	2	1	75	10	1	27	6	6	640.82	49	13
15	32	16	6	2	1	75	10	1	28	6	1	0	-1	16
15	32	16	6	2	1	75	10	1	29	6	6	122.69	49	3
15	32	16	6	2	1	75	10	1	30	6	1	186.69	49	4
15	32	16	6	2	1	75	10	1	31	16	6	234.9	49	5
15	32	16	6	2	1	75	10	1	32	6	9	674.55	49	14
15	32	16	6	2	1	75	10	1	33	6	8	8.68	49	1
15	32	16	6	2	1	75	10	1	34	6	10	38.58	49	1
15	32	16	6	2	1	75	10	1	35	16	8	280.87	49	6
15	32	16	6	2	1	75	10	1	36	6	7	726.82	49	15
