SubjectNum	Age	Gender	PressedTask	Block Type	Block Repeat Num	Response Rate	Onset	Block	Trial	ImgType	ImgNum	RT	PressedC	FrameC
25	28	9	6	4	1	75	10	1	1	6	5	777.89	49	15
25	28	9	6	4	1	75	10	1	2	6	10	9.65	49	1
25	28	9	6	4	1	75	10	1	2	6	10	658.51	49	14
25	28	9	6	4	1	75	10	1	3	6	4	24.09	49	1
25	28	9	6	4	1	75	10	1	3	6	4	687.81	49	14
25	28	9	6	4	1	75	10	1	4	6	9	11.31	49	1
25	28	9	6	4	1	75	10	1	5	16	7	11.8	49	1
25	28	9	6	4	1	75	10	1	5	16	7	260.21	49	6
25	28	9	6	4	1	75	10	1	6	6	2	0	-1	16
25	28	9	6	4	1	75	10	1	7	6	3	8.61	49	1
25	28	9	6	4	1	75	10	1	7	6	3	711.56	49	15
25	28	9	6	4	1	75	10	1	8	16	9	12.47	49	1
25	28	9	6	4	1	75	10	1	8	16	9	257.01	49	6
25	28	9	6	4	1	75	10	1	9	6	8	760.02	49	16
25	28	9	6	4	1	75	10	1	10	16	2	9.07	49	1
25	28	9	6	4	1	75	10	1	11	6	7	760.15	49	16
25	28	9	6	4	1	75	10	1	12	6	6	9.68	49	1
25	28	9	6	4	1	75	10	1	13	6	1	140.42	49	3
25	28	9	6	4	1	75	10	1	14	16	5	286.49	49	6
25	28	9	6	4	1	75	10	1	15	6	5	611.63	49	13
25	28	9	6	4	1	75	10	1	16	6	2	732.44	49	15
25	28	9	6	4	1	75	10	1	17	6	4	7.55	49	1
25	28	9	6	4	1	75	10	1	18	6	9	10.42	49	1
25	28	9	6	4	1	75	10	1	19	6	10	184.58	49	4
25	28	9	6	4	1	75	10	1	20	16	1	171.2	49	4
25	28	9	6	4	1	75	10	1	21	6	3	0	-1	16
25	28	9	6	4	1	75	10	1	22	16	10	114.97	49	3
25	28	9	6	4	1	75	10	1	23	6	7	0	-1	16
25	28	9	6	4	1	75	10	1	24	16	4	8.47	49	1
25	28	9	6	4	1	75	10	1	25	6	8	0	-1	16
25	28	9	6	4	1	75	10	1	26	16	3	11.14	49	1
25	28	9	6	4	1	75	10	1	27	6	6	744.26	49	15
25	28	9	6	4	1	75	10	1	28	6	1	8.3	49	1
25	28	9	6	4	1	75	10	1	29	6	6	268.12	49	6
25	28	9	6	4	1	75	10	1	30	6	1	159.87	49	4
25	28	9	6	4	1	75	10	1	31	16	6	57.69	49	2
25	28	9	6	4	1	75	10	1	32	6	9	711.63	49	15
25	28	9	6	4	1	75	10	1	33	6	8	8.35	49	1
25	28	9	6	4	1	75	10	1	33	6	8	735.68	49	15
25	28	9	6	4	1	75	10	1	34	6	10	8.05	49	1
25	28	9	6	4	1	75	10	1	35	16	8	19.73	49	1
25	28	9	6	4	1	75	10	1	36	6	7	0	-1	16
