SubjectNum	Age	Gender	PressedTask	Block Type	Block Repeat Num	Response Rate	Onset	Block	Trial	ImgType	ImgNum	RT	PressedC	FrameC
10	25	9	6	3	1	75	10	1	1	6	5	829.85	49	16
10	25	9	6	3	1	75	10	1	2	6	10	15.4	49	1
10	25	9	6	3	1	75	10	1	2	6	10	711.39	49	15
10	25	9	6	3	1	75	10	1	3	6	4	11.19	49	1
10	25	9	6	3	1	75	10	1	3	6	4	683.92	49	14
10	25	9	6	3	1	75	10	1	4	6	9	8.12	49	1
10	25	9	6	3	1	75	10	1	4	6	9	682.37	49	14
10	25	9	6	3	1	75	10	1	5	16	7	7.77	49	1
10	25	9	6	3	1	75	10	1	6	6	2	678.94	49	14
10	25	9	6	3	1	75	10	1	7	6	3	11.05	49	1
10	25	9	6	3	1	75	10	1	7	6	3	707.67	49	15
10	25	9	6	3	1	75	10	1	8	16	9	8.15	49	1
10	25	9	6	3	1	75	10	1	9	6	8	757.87	49	16
10	25	9	6	3	1	75	10	1	10	16	2	8.92	49	1
10	25	9	6	3	1	75	10	1	11	6	7	0	-1	16
10	25	9	6	3	1	75	10	1	12	6	6	42.26	49	1
10	25	9	6	3	1	75	10	1	12	6	6	259.84	49	6
10	25	9	6	3	1	75	10	1	13	6	1	284.52	49	6
10	25	9	6	3	1	75	10	1	13	6	1	512.16	49	11
10	25	9	6	3	1	75	10	1	14	16	5	411.39	49	9
10	25	9	6	3	1	75	10	1	14	16	5	611.67	49	13
10	25	9	6	3	1	75	10	1	15	6	5	358.64	49	8
10	25	9	6	3	1	75	10	1	15	6	5	560.33	49	12
10	25	9	6	3	1	75	10	1	16	6	2	408.67	49	9
10	25	9	6	3	1	75	10	1	17	6	4	672.78	49	14
10	25	9	6	3	1	75	10	1	18	6	9	8.13	49	1
10	25	9	6	3	1	75	10	1	19	6	10	11.58	49	1
10	25	9	6	3	1	75	10	1	20	16	1	208.57	49	5
10	25	9	6	3	1	75	10	1	21	6	3	512.91	49	11
10	25	9	6	3	1	75	10	1	22	16	10	0	-1	16
10	25	9	6	3	1	75	10	1	23	6	7	712.38	49	15
10	25	9	6	3	1	75	10	1	24	16	4	10.44	49	1
10	25	9	6	3	1	75	10	1	24	16	4	731.09	49	15
10	25	9	6	3	1	75	10	1	25	6	8	10.24	49	1
10	25	9	6	3	1	75	10	1	25	6	8	718.67	49	15
10	25	9	6	3	1	75	10	1	26	16	3	9.5	49	1
10	25	9	6	3	1	75	10	1	27	6	6	0	-1	16
10	25	9	6	3	1	75	10	1	28	6	1	10.46	49	1
10	25	9	6	3	1	75	10	1	29	6	6	184.05	49	4
10	25	9	6	3	1	75	10	1	30	6	1	125.98	49	3
10	25	9	6	3	1	75	10	1	31	16	6	309.35	49	7
10	25	9	6	3	1	75	10	1	31	16	6	509.43	49	11
10	25	9	6	3	1	75	10	1	32	6	9	429.34	49	9
10	25	9	6	3	1	75	10	1	33	6	8	562.07	49	12
10	25	9	6	3	1	75	10	1	34	6	10	0	-1	16
10	25	9	6	3	1	75	10	1	35	16	8	29.55	49	1
10	25	9	6	3	1	75	10	1	36	6	7	711.51	49	15
10	25	9	6	3	1	75	10	1	37	6	4	9.95	49	1
10	25	9	6	3	1	75	10	1	38	6	2	24.66	49	1
10	25	9	6	3	1	75	10	1	39	6	5	512.24	49	11
10	25	9	6	3	1	75	10	1	40	16	7	0	-1	16
10	25	9	6	3	1	75	10	1	41	16	4	0	-1	16
10	25	9	6	3	1	75	10	1	42	6	3	594.23	49	12
10	25	9	6	3	1	75	10	1	43	6	7	7.65	49	1
10	25	9	6	3	1	75	10	1	44	6	5	209.2	49	5
10	25	9	6	3	1	75	10	1	44	6	5	410.08	49	9
10	25	9	6	3	1	75	10	1	45	6	2	279.83	49	6
10	25	9	6	3	1	75	10	1	46	6	1	307.5	49	7
10	25	9	6	3	1	75	10	1	47	6	9	259.42	49	6
10	25	9	6	3	1	75	10	1	48	6	4	258.52	49	6
10	25	9	6	3	1	75	10	1	49	16	5	172.17	49	4
10	25	9	6	3	1	75	10	1	49	16	5	407.56	49	9
10	25	9	6	3	1	75	10	1	50	16	1	373.09	49	8
10	25	9	6	3	1	75	10	1	51	6	10	0	-1	16
10	25	9	6	3	1	75	10	1	52	6	6	71.95	49	2
10	25	9	6	3	1	75	10	1	53	6	3	259.41	49	6
10	25	9	6	3	1	75	10	1	53	6	3	460.81	49	10
10	25	9	6	3	1	75	10	1	54	6	8	460.01	49	10
10	25	9	6	3	1	75	10	1	54	6	8	661.43	49	14
10	25	9	6	3	1	75	10	1	55	16	2	709.94	49	15
10	25	9	6	3	1	75	10	1	56	6	2	8.47	49	1
10	25	9	6	3	1	75	10	1	57	6	10	195.42	49	4
10	25	9	6	3	1	75	10	1	58	6	9	630.63	49	13
10	25	9	6	3	1	75	10	1	59	16	10	10.41	49	1
10	25	9	6	3	1	75	10	1	60	6	1	728.73	49	15
10	25	9	6	3	1	75	10	1	61	6	8	8.77	49	1
10	25	9	6	3	1	75	10	1	62	6	3	130.79	49	3
10	25	9	6	3	1	75	10	1	62	6	3	358.8	49	8
10	25	9	6	3	1	75	10	1	63	6	6	310.21	49	7
10	25	9	6	3	1	75	10	1	63	6	6	511.44	49	11
10	25	9	6	3	1	75	10	1	64	6	5	415.16	49	9
10	25	9	6	3	1	75	10	1	65	6	7	410.74	49	9
10	25	9	6	3	1	75	10	1	65	6	7	610.79	49	13
10	25	9	6	3	1	75	10	1	66	6	4	609.73	49	13
10	25	9	6	3	1	75	10	1	67	6	7	8.32	49	1
10	25	9	6	3	1	75	10	1	68	6	4	77.21	49	2
10	25	9	6	3	1	75	10	1	68	6	4	308.35	49	7
10	25	9	6	3	1	75	10	1	69	6	10	284.61	49	6
10	25	9	6	3	1	75	10	1	69	6	10	510.27	49	11
10	25	9	6	3	1	75	10	1	70	6	2	579.27	49	12
10	25	9	6	3	1	75	10	1	71	6	1	7.89	49	1
10	25	9	6	3	1	75	10	1	71	6	1	774.3	49	16
10	25	9	6	3	1	75	10	1	72	6	9	7.95	49	1
10	25	9	6	3	1	75	10	1	73	6	5	230.19	49	5
10	25	9	6	3	1	75	10	1	73	6	5	457.2	49	10
10	25	9	6	3	1	75	10	1	74	6	6	486.29	49	10
10	25	9	6	3	1	75	10	1	74	6	6	712.11	49	15
10	25	9	6	3	1	75	10	1	75	6	3	677.94	49	14
10	25	9	6	3	1	75	10	1	76	6	8	10.29	49	1
10	25	9	6	3	1	75	10	1	77	6	5	129.79	49	3
10	25	9	6	3	1	75	10	1	78	16	9	313.12	49	7
10	25	9	6	3	1	75	10	1	79	16	6	469.55	49	10
10	25	9	6	3	1	75	10	1	79	16	6	711.73	49	15
10	25	9	6	3	1	75	10	1	80	16	3	661.76	49	14
10	25	9	6	3	1	75	10	1	81	16	8	8.42	49	1
10	25	9	6	3	1	75	10	1	82	6	4	627.52	49	13
10	25	9	6	3	1	75	10	1	83	16	7	27.96	49	1
10	25	9	6	3	1	75	10	1	84	6	10	624.39	49	13
10	25	9	6	3	1	75	10	1	85	6	2	7.62	49	1
10	25	9	6	3	1	75	10	1	86	6	9	175.47	49	4
10	25	9	6	3	1	75	10	1	87	6	7	460.24	49	10
10	25	9	6	3	1	75	10	1	87	6	7	710.26	49	15
10	25	9	6	3	1	75	10	1	88	6	8	728.99	49	15
10	25	9	6	3	1	75	10	1	89	6	6	10.44	49	1
10	25	9	6	3	1	75	10	1	90	6	3	424.28	49	9
10	25	9	6	3	1	75	10	1	90	6	3	660.82	49	14
10	25	9	6	3	1	75	10	1	91	6	1	710.85	49	15
10	25	9	6	3	1	75	10	1	92	6	7	9.64	49	1
10	25	9	6	3	1	75	10	1	93	16	9	159.06	49	4
10	25	9	6	3	1	75	10	1	93	16	9	360.53	49	8
10	25	9	6	3	1	75	10	1	94	6	5	486.51	49	10
10	25	9	6	3	1	75	10	1	94	6	5	711.26	49	15
10	25	9	6	3	1	75	10	1	95	6	2	0	-1	16
10	25	9	6	3	1	75	10	1	96	6	1	217.5	49	5
10	25	9	6	3	1	75	10	1	97	6	9	291.38	49	6
10	25	9	6	3	1	75	10	1	97	6	9	507.44	49	11
10	25	9	6	3	1	75	10	1	98	16	2	0	-1	16
10	25	9	6	3	1	75	10	1	99	6	4	207.59	49	5
10	25	9	6	3	1	75	10	1	99	6	4	407.59	49	9
10	25	9	6	3	1	75	10	1	100	16	4	0	-1	16
10	25	9	6	3	1	75	10	1	101	6	10	0	-1	16
10	25	9	6	3	1	75	10	1	102	6	3	12.05	49	1
10	25	9	6	3	1	75	10	1	103	6	6	310.39	49	7
10	25	9	6	3	1	75	10	1	104	6	8	176.31	49	4
10	25	9	6	3	1	75	10	1	104	6	8	410.88	49	9
10	25	9	6	3	1	75	10	1	105	6	5	309	49	7
10	25	9	6	3	1	75	10	1	105	6	5	510.3	49	11
10	25	9	6	3	1	75	10	1	106	6	9	322.92	49	7
10	25	9	6	3	1	75	10	1	106	6	9	557.32	49	12
10	25	9	6	3	1	75	10	1	107	16	10	277.76	49	6
10	25	9	6	3	1	75	10	1	108	6	4	638.84	49	13
10	25	9	6	3	1	75	10	1	109	16	1	7.83	49	1
10	25	9	6	3	1	75	10	1	110	6	2	0	-1	16
10	25	9	6	3	1	75	10	1	111	6	10	107.18	49	3
10	25	9	6	3	1	75	10	1	111	6	10	307.31	49	7
10	25	9	6	3	1	75	10	1	112	6	6	426.85	49	9
10	25	9	6	3	1	75	10	1	113	16	5	441.59	49	9
10	25	9	6	3	1	75	10	1	113	16	5	660.37	49	14
10	25	9	6	3	1	75	10	1	114	6	3	0	-1	16
10	25	9	6	3	1	75	10	1	115	6	7	167.92	49	4
10	25	9	6	3	1	75	10	1	115	6	7	410.4	49	9
10	25	9	6	3	1	75	10	1	116	16	3	726.01	49	15
10	25	9	6	3	1	75	10	1	117	16	6	12.14	49	1
10	25	9	6	3	1	75	10	1	118	16	8	0	-1	16
10	25	9	6	3	1	75	10	1	119	6	8	0	-1	16
10	25	9	6	3	1	75	10	1	120	6	1	28.94	49	1
10	25	9	6	3	1	75	10	1	120	6	1	257.47	49	6
10	25	9	6	3	1	75	10	1	121	16	5	220.25	49	5
10	25	9	6	3	1	75	10	1	122	6	5	710.15	49	15
10	25	9	6	3	1	75	10	1	123	6	2	8.55	49	1
10	25	9	6	3	1	75	10	1	124	16	4	272.02	49	6
10	25	9	6	3	1	75	10	1	125	16	9	0	-1	16
10	25	9	6	3	1	75	10	1	126	16	10	0	-1	16
10	25	9	6	3	1	75	10	1	127	6	10	580.74	49	12
10	25	9	6	3	1	75	10	1	127	6	10	783.12	49	16
10	25	9	6	3	1	75	10	1	128	16	2	11.03	49	1
10	25	9	6	3	1	75	10	1	129	16	6	0	-1	16
10	25	9	6	3	1	75	10	1	130	16	8	0	-1	16
10	25	9	6	3	1	75	10	1	131	16	7	11.73	49	1
10	25	9	6	3	1	75	10	1	131	16	7	260.37	49	6
10	25	9	6	3	1	75	10	1	132	6	9	0	-1	16
10	25	9	6	3	1	75	10	1	133	6	4	11.14	49	1
10	25	9	6	3	1	75	10	1	134	6	8	170.61	49	4
10	25	9	6	3	1	75	10	1	135	6	7	547.38	49	11
10	25	9	6	3	1	75	10	1	135	6	7	757.15	49	16
10	25	9	6	3	1	75	10	1	136	6	3	0	-1	16
10	25	9	6	3	1	75	10	1	137	6	6	407.53	49	9
10	25	9	6	3	1	75	10	1	138	6	1	568.86	49	12
10	25	9	6	3	1	75	10	1	139	16	3	0	-1	16
10	25	9	6	3	1	75	10	1	140	16	1	292.17	49	6
10	25	9	6	3	1	75	10	1	141	16	6	0	-1	16
10	25	9	6	3	1	75	10	1	142	6	7	0	-1	16
10	25	9	6	3	1	75	10	1	143	6	2	369.53	49	8
10	25	9	6	3	1	75	10	1	144	16	10	222.64	49	5
10	25	9	6	3	1	75	10	1	144	16	10	459.33	49	10
10	25	9	6	3	1	75	10	1	145	6	10	674.5	49	14
10	25	9	6	3	1	75	10	1	146	6	4	7.86	49	1
10	25	9	6	3	1	75	10	1	147	6	5	91.34	49	2
10	25	9	6	3	1	75	10	1	147	6	5	307.33	49	7
10	25	9	6	3	1	75	10	1	148	6	1	334.24	49	7
10	25	9	6	3	1	75	10	1	149	6	9	371.79	49	8
10	25	9	6	3	1	75	10	1	150	6	6	432.41	49	9
10	25	9	6	3	1	75	10	1	151	6	3	0	-1	16
10	25	9	6	3	1	75	10	1	152	6	8	158.57	49	4
10	25	9	6	3	1	75	10	1	153	6	7	109.91	49	3
10	25	9	6	3	1	75	10	1	154	6	9	141.75	49	3
10	25	9	6	3	1	75	10	1	155	6	4	259.97	49	6
10	25	9	6	3	1	75	10	1	156	6	2	260.25	49	6
10	25	9	6	3	1	75	10	1	156	6	2	460.8	49	10
10	25	9	6	3	1	75	10	1	157	6	10	490.83	49	10
10	25	9	6	3	1	75	10	1	158	6	5	661.88	49	14
10	25	9	6	3	1	75	10	1	159	6	1	9.01	49	1
10	25	9	6	3	1	75	10	1	160	6	3	223.53	49	5
10	25	9	6	3	1	75	10	1	161	16	4	163.02	49	4
10	25	9	6	3	1	75	10	1	162	6	6	783.53	49	16
10	25	9	6	3	1	75	10	1	163	16	8	7.98	49	1
10	25	9	6	3	1	75	10	1	164	6	8	0	-1	16
10	25	9	6	3	1	75	10	1	165	6	6	29.96	49	1
10	25	9	6	3	1	75	10	1	166	16	7	187.02	49	4
10	25	9	6	3	1	75	10	1	167	6	4	0	-1	16
10	25	9	6	3	1	75	10	1	168	6	5	160.11	49	4
10	25	9	6	3	1	75	10	1	168	6	5	360.14	49	8
10	25	9	6	3	1	75	10	1	169	6	10	369.38	49	8
10	25	9	6	3	1	75	10	1	170	6	9	560.41	49	12
10	25	9	6	3	1	75	10	1	171	6	7	589.8	49	12
10	25	9	6	3	1	75	10	1	172	16	5	8.93	49	1
10	25	9	6	3	1	75	10	1	173	6	2	0	-1	16
10	25	9	6	3	1	75	10	1	174	16	2	23.57	49	1
10	25	9	6	3	1	75	10	1	175	6	1	785.64	49	16
10	25	9	6	3	1	75	10	1	176	6	8	7.87	49	1
10	25	9	6	3	1	75	10	1	176	6	8	209.03	49	5
10	25	9	6	3	1	75	10	1	177	6	3	166.56	49	4
10	25	9	6	3	1	75	10	1	178	6	5	117.55	49	3
10	25	9	6	3	1	75	10	1	179	6	4	184.11	49	4
10	25	9	6	3	1	75	10	1	179	6	4	410.2	49	9
10	25	9	6	3	1	75	10	1	180	6	2	77.02	49	2
10	25	9	6	3	1	75	10	1	180	6	2	310.53	49	7
10	25	9	6	3	1	75	10	1	181	6	10	60.05	49	2
10	25	9	6	3	1	75	10	1	181	6	10	260.43	49	6
10	25	9	6	3	1	75	10	1	182	6	9	321.93	49	7
10	25	9	6	3	1	75	10	1	183	6	6	179.17	49	4
10	25	9	6	3	1	75	10	1	184	16	9	360.22	49	8
10	25	9	6	3	1	75	10	1	185	16	1	0	-1	16
10	25	9	6	3	1	75	10	1	186	6	8	0	-1	16
10	25	9	6	3	1	75	10	1	187	6	7	194.11	49	4
10	25	9	6	3	1	75	10	1	187	6	7	410.23	49	9
10	25	9	6	3	1	75	10	1	188	6	3	182.34	49	4
10	25	9	6	3	1	75	10	1	188	6	3	407.27	49	9
10	25	9	6	3	1	75	10	1	189	6	1	231.1	49	5
10	25	9	6	3	1	75	10	1	190	6	6	309.98	49	7
10	25	9	6	3	1	75	10	1	191	16	3	267.85	49	6
10	25	9	6	3	1	75	10	1	192	6	4	373.86	49	8
10	25	9	6	3	1	75	10	1	193	6	1	317.82	49	7
10	25	9	6	3	1	75	10	1	194	6	2	409.83	49	9
10	25	9	6	3	1	75	10	1	195	16	6	510.37	49	11
10	25	9	6	3	1	75	10	1	196	6	5	612.71	49	13
10	25	9	6	3	1	75	10	1	197	6	9	13.34	49	1
10	25	9	6	3	1	75	10	1	198	16	8	94.1	49	2
10	25	9	6	3	1	75	10	1	198	16	8	308.17	49	7
10	25	9	6	3	1	75	10	1	199	16	10	511.18	49	11
10	25	9	6	3	1	75	10	1	200	6	10	657.73	49	14
10	25	9	6	3	1	75	10	1	201	6	7	7.82	49	1
10	25	9	6	3	1	75	10	1	201	6	7	790.07	49	16
10	25	9	6	3	1	75	10	1	202	6	8	8	49	1
10	25	9	6	3	1	75	10	1	202	6	8	209.07	49	5
10	25	9	6	3	1	75	10	1	203	16	2	66.39	49	2
10	25	9	6	3	1	75	10	1	204	6	3	338.08	49	7
10	25	9	6	3	1	75	10	1	205	16	7	607.11	49	13
10	25	9	6	3	1	75	10	1	206	6	7	8.35	49	1
10	25	9	6	3	1	75	10	1	206	6	7	758.91	49	16
10	25	9	6	3	1	75	10	1	207	6	1	14.02	49	1
10	25	9	6	3	1	75	10	1	208	6	5	74.9	49	2
10	25	9	6	3	1	75	10	1	209	16	1	111.16	49	3
10	25	9	6	3	1	75	10	1	210	6	10	0	-1	16
10	25	9	6	3	1	75	10	1	211	6	4	61.62	49	2
10	25	9	6	3	1	75	10	1	212	16	4	10.34	49	1
10	25	9	6	3	1	75	10	1	213	6	2	0	-1	16
10	25	9	6	3	1	75	10	1	214	6	9	171.63	49	4
10	25	9	6	3	1	75	10	1	214	6	9	410.03	49	9
10	25	9	6	3	1	75	10	1	215	16	5	406.99	49	9
10	25	9	6	3	1	75	10	1	215	16	5	607.23	49	13
10	25	9	6	3	1	75	10	1	216	6	3	659.4	49	14
10	25	9	6	3	1	75	10	1	217	6	6	8.45	49	1
10	25	9	6	3	1	75	10	1	218	6	8	78.53	49	2
10	25	9	6	3	1	75	10	1	218	6	8	306.88	49	7
10	25	9	6	3	1	75	10	1	219	6	6	592.98	49	12
10	25	9	6	3	1	75	10	1	220	6	4	8.95	49	1
10	25	9	6	3	1	75	10	1	221	16	9	59.83	49	2
10	25	9	6	3	1	75	10	1	221	16	9	259.91	49	6
10	25	9	6	3	1	75	10	1	222	6	9	0	-1	16
10	25	9	6	3	1	75	10	1	223	6	10	60.86	49	2
10	25	9	6	3	1	75	10	1	223	6	10	262.95	49	6
10	25	9	6	3	1	75	10	1	224	6	1	630.93	49	13
10	25	9	6	3	1	75	10	1	225	16	3	10.55	49	1
10	25	9	6	3	1	75	10	1	226	6	2	0	-1	16
10	25	9	6	3	1	75	10	1	227	6	7	578.43	49	12
10	25	9	6	3	1	75	10	1	228	6	5	7.95	49	1
10	25	9	6	3	1	75	10	1	229	6	8	84.05	49	2
