global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
572.2233564992612	n/a	327439.5697232805	n/a	748.8578593319593	n/a	n/a	560788.0934832445	596.0774739329061	n/a	n/a	355308.3549302343	609.6054466539698	514.1916981199055	n/a	n/a	n/a	n/a	-0.1159355174	-0.0637828153	0.016793136	0.1038176131	-0.0325316049	-0.0660134591	0.0650683214	-0.0633078651	-0.0814133638	0.0517179629	-0.0205522409	0.0273601591	-0.0017912586	0.0187642732	-0.0560949108	-0.0002539812	0.063338154	-0.1296757358	0.0428437172	-0.0960625334	0.0595514112	-0.0499292381	0.0068119767	-0.0716751551	0.0549809037	-0.0594670113	0.0391669536	0.0875564443	-0.0277503181	0.0461711118	-0.0696367498	0.0283754785	-0.0569500374	0.0544345692	-0.0694445628	0.103871369	-0.0511539694	0.014313808	-0.0404500078	-0.0811799451	-0.0015005646	0.0821521802	-0.0187257027	0.0131902491	-0.0007026843	0.0049094391	-0.0336466286	0.0873540256	-0.0715092353	-0.0972730523	0.0265855977	-0.0425373575	0.0277603498	-0.0543527976	0.04676018	-0.041130578	0.0242587382	-0.0963063074	0.0051612783	-0.0357925322	0.0750598752	-0.0157621881	-0.0625096014	-0.0871290511	0.0312794159	-0.0436709058	-0.058191442	-0.0459853	-0.0575733726	-0.0581417062	0.0722742033	-0.0141874277	0.0209249992	-0.0072055344	0.0797173702	-0.0524638931	0.0200030799	-0.101414813	0.0362496822	-0.0184385285	0.0243570873	-0.1843456553	0.0114489226	-0.0851136043	0.0149853052	-0.0020123651	0.0638746973	-0.0430738275	0.0537550833	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0922894	n/a	n/a	0.0085173333523599	-0.023478	n/a	n/a	0.0005512164839999	-0.0390719	n/a	0.00152661336961	n/a	0.00158493	n/a	2.5120031049e-06	n/a	-0.0	n/a	0.0	n/a	0.000484738	n/a	2.3497092864400002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567.2708237220759	-4.952532777185297	321796.18744632247	24.527580909094716	749.1960125407721	0.3381532088128551	0.1143475926304304	561294.6652069928	594.5781155546822	-1.4993583782238602	2.2480755463500843	353523.135496557	608.8375301452545	494.0198940959164	1.261991	24.447386	0.0563995999999999	0.0259544	-0.0575697571	-0.0923063444	-0.0230900153	0.1010493927	-0.0987191649	-0.0303066624	0.0214243989	-0.0034232757	-0.1028073972	0.0464749385	-0.0653011832	-0.0173021477	0.0025734947	-0.0043290001	-0.0368568821	0.0457183284	0.096051726	-0.1323459259	0.0698481736	-0.0245527754	0.0529259717	-0.0415973706	0.0735821522	-0.119080375	0.030573872	-0.0881434623	-0.1435621583	-0.0759137451	0.0481553243	-0.0334290668	-0.0216580861	-0.0454390485	0.0010844398	0.0086030258	0.1138149417	0.0938820196	0.0302367563	0.0039989962	-0.0709184501	-0.0392417096	-0.0398826724	0.1042236708	0.0090878548	-0.0348502097	-0.0038807481	0.0101250856	-0.0067520183	0.0941885817	-0.092208988	-0.1251822214	0.094665967	-0.0873452549	-0.0298615639	0.00768831	-0.0061024877	0.0049044814	-0.0689561774	-0.0189357416	0.0705056587	-0.0752461917	0.003634113	0.1467972772	-0.0053615273	-0.1074969353	0.0550790943	-0.0491421368	-0.0672970553	-0.0324267278	-0.0047975678	-0.0600815723	0.0487773552	-0.0139414044	0.0278403627	0.0350633316	0.1007513643	-0.0081408979	0.0479413553	-0.1498228236	0.0601616861	-0.0106704869	0.032018241	-0.1826041647	0.018050584	0.0707732015	0.0729184618	-0.0249981282	0.0251976647	-0.0740140481	0.0394174507	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0868153	-0.0054740999999999	2.9965770809999957e-05	0.00753689631409	-0.0320709	-0.0085929	7.383793041000001e-05	0.0010285426268099	-0.0178927	0.0211792	0.00032014871329	0.0004485585126399	0.00182423	0.0002393	3.3278150929000003e-06	5.7264490000000006e-08	0.000160398	0.000160398	2.5727518404e-08	2.5727518404e-08	0.000508108	2.336999999999993e-05	2.58173739664e-07	5.461568999999968e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.4116973085098	-3.85912641356606	317432.74066405586	14.892856675883236	743.4511087100642	-5.744903830707926	33.0039200240826	552719.5510422237	593.0613305703636	-1.5167849843186332	2.3006366886544765	351721.74181789	607.054093079645	460.5791753635355	1.285266	24.898272	0.0432734599999999	0.0260752	0.0219093855	-0.0649961272	-0.0471899967	0.0230333735	-0.1037932975	-0.0310949773	-0.0325914399	0.0478680262	-0.1007964118	0.0234793144	-0.0756671649	0.0007877118	-0.0320794546	-0.008664702	0.0022358936	0.0884146943	0.0456472916	-0.1335560253	-0.0174755583	-0.1232304946	0.1681676754	0.0207833393	-0.0433322057	-0.0450355642	0.081222012	0.0106896909	-0.0609407531	-0.0567418653	-0.0099313678	-0.0520038207	-0.0332986574	-0.0245184629	0.0042912679	0.0030391473	0.0165711518	0.0355679965	-0.0055202447	-0.1057558081	0.0999086221	0.0090292885	-0.0678840812	0.0875096172	0.0230380124	-0.0166972671	0.0175002642	0.008439665	0.0012511625	0.0198137106	-0.1165192775	-0.1210633073	0.0220352741	-0.1443312041	-0.0506717421	-0.001270167	-0.0177193213	-0.066829317	-0.0638043216	-0.0551851942	0.0501655942	0.071673516	0.0896341009	-0.037281071	0.0159760729	-0.0891182521	0.0727332545	-0.0446880702	-0.0608072966	-0.0241052594	0.0206586259	-0.0278454532	0.026768465	0.0348304266	0.0122338934	0.0244888352	0.0982656424	0.0071844942	0.043744459	-0.1213909758	0.0672405583	-0.0927448663	0.0643702421	-0.0807753195	0.0527218397	0.0068498685	0.0238554561	-0.088200911	-0.0147197542	-0.128485022	0.0911897806	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0844473	-0.0023679999999999	5.607423999999977e-06	0.00713134647729	-0.0272457	0.0048251999999999	2.3282555039999986e-05	0.00074232816849	0.00736231	0.02525501	5.4203608536100006e-05	0.0006378155301001	0.00187595	5.171999999999989e-05	3.5191884025e-06	2.6749583999999884e-09	0.000258343	9.794500000000004e-05	6.6741105649e-08	9.593223025000006e-09	0.000574948	6.684000000000009e-05	3.305652027040001e-07	4.467585600000012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561.6627124761003	-1.7489848324095192	315465.0025860105	3.058947943998554	733.8926138349602	-9.558494875103976	91.36482427738896	538598.36864151	592.6799302195191	-0.3814003508445012	0.1454662276243086	351269.499685014	606.0844700862732	426.5918885700905	1.151939	22.315456	0.05803069	0.0338969	0.0882256952	-0.0351766048	-0.0759627063	-0.0498533114	-0.0431063991	-0.0165517693	0.0087615631	0.0829811886	-0.1027503578	0.0243402167	-0.0277435253	0.0383823386	-0.0602900881	-0.0295498984	0.0115592418	-0.0062810582	0.0520299478	-0.0791942236	0.0039056598	-0.0348408846	0.0632293513	0.0271128883	0.0638788816	0.0434270353	0.0303926915	-0.0087458349	0.0118703236	-0.028977408	0.0046537362	-0.062713596	-0.0065982944	-0.0583662013	-0.1358293011	0.0093514775	-0.0668384677	0.06104724	0.0567317139	-0.0331601308	0.0389925129	0.0449586282	-0.0911252886	0.091111529	0.0124103842	0.0195326362	0.0341110951	-0.0075417871	-0.0178862852	0.0135734785	-0.0356397924	-0.0737678419	0.0043789334	-0.0454789476	0.0140620077	-0.0405851688	-0.0127334577	-0.0470722651	-0.0613543065	-0.0471259315	-0.0633453765	0.0115151098	0.0139977733	-0.0822174186	-0.0297003524	0.0013270673	0.1098983955	-0.0423530776	-0.0583701764	-0.0189195602	0.0549736257	-0.0056342927	0.0049582298	0.0587083635	0.0137647025	0.0256927507	0.101062089	0.0145455857	0.0158275641	-0.121502916	0.0530462454	-0.0971853582	0.0444401008	-0.0396517435	0.0604399403	-0.0504039495	-0.019799329	0.0476787398	0.0108442975	-0.1324442055	0.1002692031	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0682714	-0.0161759	0.00026165974081	0.00466098405796	-0.0353511	-0.0081054	6.569750916000004e-05	0.00124970027121	0.0357802	0.0284178899999999	0.0012802227120399	0.000807576472052	0.00188785	1.1900000000000018e-05	3.5639776225e-06	1.4161000000000043e-10	0.000311317	5.297399999999996e-05	9.691827448899999e-08	2.8062446759999955e-09	0.000533192	-4.1756e-05	2.8429370886400004e-07	1.7435635359999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561.5314931088208	-0.1312193672795274	315317.61775302165	0.0172185223492395	729.8683130961532	-4.024300738807028	16.194996436362793	532707.7544618243	592.0410749647282	-0.638855254790883	0.408136036573924	350512.6344453909	605.2389214830004	416.6285797116021	0.87263	16.904667	0.0487057	0.0234957	0.1081758291	-0.0155521728	-0.0858204752	-0.07784968	-0.0119269551	-0.0483126944	0.0393957951	0.112371415	-0.0974719714	0.0398874513	0.0378277468	0.0641249827	-0.0215215949	0.0057758551	-0.0230432254	0.0232170782	0.0503218545	-0.0679637129	0.0363987893	-0.0026371545	0.0020391696	-0.065863517	0.0696542926	-0.0116949089	-0.0076025478	-0.0145251867	0.0301726682	0.0283002604	-0.033331788	-0.0823233206	0.0309671244	-0.0744116279	-0.022012611	-0.1421377971	0.0797997388	0.0613845444	0.0861369385	0.0176862982	0.0220250324	0.0752936017	-0.093953141	0.0807238602	-0.0093683349	0.0608021184	0.0384183868	0.0200395414	-0.0082786661	0.0325138557	-0.0448599019	-0.0134734324	0.0218068855	-0.0436235297	0.0104210006	-0.0582417145	0.0222559417	0.0537381077	-0.0232614019	-0.0731479565	-0.0117782376	-0.0266494219	-0.0041896903	-0.0291988268	0.0004014723	-0.0549466108	0.0890163093	-0.0427619756	-0.0539217527	-0.0103853286	0.0641190669	-0.0026080057	-0.0115633222	0.0697346054	0.0038086504	0.0100267667	0.1107476903	0.0131042324	-0.0150540276	-0.0470819207	0.0426252392	-0.0801678417	-0.0049762702	-0.1149375741	0.033784626	-0.0374305721	-0.0364089464	0.0771475843	0.0615414679	-0.0850629855	0.0433682988	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0550006	-0.0132708	0.0001761141326399	0.0030250660003599	-0.0389186	-0.0035674999999999	1.2727056249999958e-05	0.00151465742596	0.0366673	0.0008871	0.00134449088929	7.869464100000031e-07	0.00157377	-0.00031408	2.4767520129e-06	9.86462464e-08	0.000476345	0.000165028	2.26904559025e-07	2.7234240784e-08	0.00067369	0.0001404979999999	4.538582161e-07	1.973968800399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562.5340847181076	1.00259160928681	316444.59646963904	1.0051899350123157	731.706298372372	1.8379852762187736	3.3781898755970023	535394.1070777987	592.6132657175059	0.5721907527777148	0.3274022575643279	351190.48270436726	605.6216501993728	413.5694515939549	0.711498	13.783208	0.06536985	0.0314837	0.1093991252	-0.0013879637	-0.0765877919	-0.0729583933	0.0140468285	-0.0064397004	0.0260135648	0.0941293974	-0.0743235387	0.0291404806	0.0518252771	0.1145747583	-0.0466580884	-0.0300297277	-0.0195564536	-0.0400359467	0.0338543249	-0.0403768258	0.0416985138	-0.0386031949	0.0584780923	-0.0278119061	0.040576932	0.0143272997	0.1105940922	0.038886493	0.041200636	0.0055015514	-0.0682896762	-0.0496561541	-0.0270438204	0.0442633867	0.064651564	-0.0535617597	0.0181134285	-0.0507709738	0.0391500977	0.0361708091	-0.006720337	0.0668238729	-0.0878078253	0.0516220646	-0.023784384	0.0887767572	0.057734511	0.0399194292	-0.0427208715	0.044593184	0.0120468582	-0.019634376	0.0203916892	-0.060358486	-0.0059979246	-0.0142404605	-0.011334383	0.0010876752	-0.0801876355	-0.0333815583	-0.0120085756	0.0304023367	0.0287523548	-0.02056867	0.0428241715	-0.0145911441	0.0228703173	-0.0376598319	-0.0530121698	-0.0089978786	0.0688025833	0.0070593718	-4.49289e-05	0.0791737236	-0.0039040667	0.005699815	0.1216588852	-0.0141626255	-0.0132084256	-0.0366668634	0.0434467199	-0.0665367204	0.0191304024	-0.1332086202	-0.0143441048	0.0120772714	-0.0062106697	0.04938515	0.0763430417	-0.0547598319	0.0517333093	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.066755	0.0117543999999999	0.0001381659193599	0.004456230025	-0.0331783	0.0057402999999999	3.2951044089999965e-05	0.00110079959089	0.0624335	0.0257662	0.00389794192225	0.00066389706244	0.00188322	0.0003094499999999	3.5465175683999995e-06	9.575930249999999e-08	0.000427462	-4.8883e-05	1.82723761444e-07	2.389547689e-09	0.000589844	-8.384600000000005e-05	3.47915944336e-07	7.0301517160000085e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.5559393694898	1.0218546513822275	317595.29679862806	1.0441869285514938	732.5350281584025	0.8287297860305216	0.6867930582541941	536607.5674790315	593.4072332339413	0.793967516435373	0.6303844171545543	352132.1444543612	606.0189310425318	417.2324870534935	0.750382	14.536469	0.0575276499999999	0.0315087	0.0937879284	0.0022451824	-0.0527192595	-0.0655773366	0.048965316	0.0115996056	0.0081511384	0.0733562681	-0.0430091559	0.0337997456	0.0933571286	0.1075036439	-0.0030736479	-0.0895613045	-0.0080355667	0.1122122667	-0.0485097352	-0.0251557024	-0.0378578731	-0.028409546	-0.0941009469	-0.1218822844	-0.0408027953	0.0060017909	-0.0375398557	-0.0400171544	-0.0750301079	-0.0811566193	-0.0661848795	-0.0400771269	-0.0868927588	0.0016288009	-0.0009896857	-0.0189960341	-0.0660418385	0.0815239855	-0.0376370114	0.0063261813	-0.0482072605	0.0605421305	-0.0634855356	0.0211052169	-0.0612351553	0.1047455795	0.0436750885	0.0841591363	-0.0495548496	-0.0216543364	-0.0085646199	-0.013653816	0.0431400815	-0.0099508887	-0.0489415901	0.0094107291	0.097834702	0.049357201	-0.0258475568	-0.0433746865	0.0349283433	0.1003533393	0.0726780569	0.0772020352	0.0984431137	0.0360387885	0.0452172833	-0.0385590332	-0.0528538147	-0.0014988477	0.0627070401	-0.0228878035	-0.0003955859	0.0360585463	0.0193087992	0.0032676478	0.118250694	-0.0131228141	-0.04225851	0.0353849723	0.0204177937	-0.0891630427	0.015193191	-0.1298695772	0.0338746779	0.044919878	0.0167396387	0.0577632184	0.100246018	-0.0458295904	0.0559035376	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0667894	3.440000000000387e-05	1.1833600000002663e-09	0.00446082395236	-0.0572611	-0.0240828	0.00057998125584	0.00327883357321	0.0435019	-0.0189316	0.00189241530361	0.00035840547856	0.00175591	-0.0001273099999999	3.0832199281e-06	1.6207836099999958e-08	0.000305053	-0.0001224089999999	9.3057332809e-08	1.4983963280999992e-08	0.000549986	-3.985799999999993e-05	3.0248460019600004e-07	1.588660163999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565.9860614423649	2.430122072875065	320340.2217470404	5.905493289074602	736.5171175698439	3.982089411441393	15.85703608071366	542457.4644733913	595.4060082391954	1.9987750052541744	3.995101521628824	354508.3146473329	607.7346657000969	428.47198233796087	0.888275	17.207735	0.2276585	0.127917	0.0662768825	0.028704464	-0.0188847696	-0.0464681945	0.0014871633	0.0709864977	0.0118377824	-0.0067289138	-0.0166027519	0.0411241211	0.0709088463	0.0111073548	-0.0216393017	-0.0631878587	-0.015434875	-0.0624949349	0.0100027259	0.0522335325	-0.0113599921	-0.0412317562	-0.1119070765	-0.0674919366	-0.0601724178	-0.0040363776	-0.0688471477	0.0132266237	-0.0512263853	-0.0824841122	0.0893582968	-0.0539484148	-0.009557056	0.1397775551	0.0174212659	0.0086655765	-0.0278672058	-0.0743444298	-0.0498372253	0.0175499176	-0.0807155545	0.0137666461	0.0021455895	0.0112204589	-0.0958847537	0.02009852	0.0421501204	-0.0159410684	-0.0606971902	0.0255704239	0.0820898369	0.0139087682	-0.064973747	0.0588444877	-0.0517709624	0.05949197	0.1166560485	0.0086460261	0.0292587592	0.0114016592	0.1134600492	-0.0183758538	-0.0472748823	0.0873647551	0.0147752308	0.0879333724	-0.0942244689	-0.0030755802	-0.0324370968	0.0378733621	0.051675307	0.0209863196	-0.0188846061	0.0119539564	0.0280323958	0.0041767476	0.1094372727	-0.0007966332	-0.0267415945	0.0386922153	0.0003635514	0.0262880719	0.0449651433	-0.0972913268	-0.0272706787	0.0863188574	0.0353465402	0.0425565812	0.0629625691	0.0432640636	-0.0085543133	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0224882	-0.0443012	0.00196259632144	0.00050571913924	-0.0314893	0.0257718	0.00066418567524	0.0009915760144899	0.153947	0.1104450999999999	0.023699678809	0.0121981201140099	0.00123457	-0.00052134	1.5241630849e-06	2.7179539560000014e-07	0.000528506	0.0002234529999999	2.79318592036e-07	4.9931243208999993e-08	0.000748001	0.0001980149999999	5.59505496001e-07	3.920994022499998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566.6953507693152	0.7092893269502838	321143.6205835571	0.5030913493255866	736.3340476212971	-0.1830699485467448	0.0335146060609078	542187.8296863626	595.3046967570177	-0.1013114821777207	0.0102640164210466	354387.68198096484	607.522266904101	438.0870122571133	0.87922	17.03233	0.0742593	0.033932	0.0320195787	0.0325922115	0.0054483687	-0.039400127	0.0675630784	0.0193977422	0.0234962951	-0.0131774644	0.0025775065	0.0082380977	0.0447045818	0.0639793668	0.0082410035	-0.0060469571	0.0510999598	-0.0887456558	-0.0554063453	0.0036586533	0.0335405763	-0.0650573333	-0.0397858205	-0.0179813618	-0.0913308455	0.0329301191	0.0598615928	-0.0282387382	0.0149779581	0.0003460962	0.0803282433	0.1144693007	-0.1259210991	0.1120169475	-0.0331104945	0.11156583	-0.0548264029	-0.1011996928	0.1795969962	0.084245212	-0.0693537807	0.0004968645	0.0135866088	-0.0037581806	-0.0164550062	0.0844506657	0.0162264432	-0.028739473	0.0080639162	0.00210392	0.1019159663	-0.0135798393	-0.0403770993	0.051006307	-0.0295409483	-0.0020058383	0.0433807779	-0.0429332887	0.0401314836	-0.0117446979	0.0420552471	-0.0380830035	0.0100032637	0.084546262	0.0407678525	0.0919491569	-0.0485434538	-0.0055768924	-0.0273879365	0.0026225286	-0.0055274315	0.0493807197	0.0033165693	0.048068771	0.0013315252	-0.0134495911	0.0725246759	-0.029956066	-0.0474832292	0.0673964773	-0.0150187331	-0.0107478745	0.0275665982	-0.0707019988	-0.0454486845	0.0357283275	0.0294569703	-0.0146861473	0.0798238195	0.0831785164	-0.0019012444	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0225691	8.09000000000018e-05	6.544810000000292e-09	0.00050936427481	-0.0450463	-0.013557	0.0001837922489999	0.00202916914369	0.130956	-0.022991	0.0171494739359999	0.000528586081	0.000893745	-0.0003408249999999	7.987801250250001e-07	1.1616168062499993e-07	0.000371699	-0.0001568069999999	1.38160146601e-07	2.458843524899999e-08	0.000493025	-0.0002549759999999	2.43073650625e-07	6.501276057599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568.1226080192091	1.4272572498939553	322763.29774254793	2.0370632573748564	738.8168832026939	2.4828355813967846	6.164472524249909	545850.386905343	595.8523458988454	0.5476491418277192	0.2999195825446373	355040.01811315736	608.5081229116315	452.028353641049	0.808455	15.661456	0.0822292	0.0432306	0.0014451176	0.0167327324	0.013491228	-0.0112164342	0.049363018	0.012774939	0.0203716365	-0.0383831271	0.007473057	0.005390394	0.0282316796	0.031266722	0.0227486567	0.0416272293	-0.004736251	-0.0516837797	-0.0941670174	-0.0268000413	-0.0188153665	-0.053891252	0.0565203092	0.0441773538	-0.1421169223	-0.0401252612	-0.0390676131	0.070645491	0.0027596954	0.0102524033	-0.0790156124	0.0216276332	-0.0572465325	0.1704733929	-0.0401638418	0.0625178151	-0.0326584767	0.0674257572	0.0360971879	-0.058300747	0.0085140421	-0.0230967738	0.0240775205	-0.0139169406	-0.0117658019	0.0441777466	0.0051038275	0.018393957	0.0281942968	0.0075249887	0.0793356361	-0.0144963809	-0.0173714679	0.0430615272	-0.0185724959	0.0466432675	0.0344152623	-0.0158587477	0.0769157701	-0.0072629517	0.0471640604	-0.0129512875	0.0251987159	0.027237001	0.0209633137	0.0844703491	-0.0899392215	-0.0050698979	-0.0121062737	-0.000539971	-0.0138380437	0.0184806872	0.0038519211	0.0001194315	0.0046441687	0.0075424201	0.0390364917	-0.0224224963	-0.0634405178	0.0383313486	-0.0238568536	-0.006518959	0.0383969656	-0.0563339503	-0.0135783908	0.0905966366	0.0474571452	-0.035838814	0.04731771	0.0956535186	-0.0259177906	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0272838	0.0047146999999999	2.222839608999999e-05	0.00074440574244	-0.0477274	-0.0026811	7.188297210000031e-06	0.00227790471076	0.105016	-0.0259399999999999	0.011028360256	0.0006728835999999	0.000182689	-0.000711056	3.3375270721e-08	5.056006351360001e-07	0.000450698	7.899899999999995e-05	2.0312868720400002e-07	6.240842000999992e-09	0.000305212	-0.000187813	9.315436494400001e-08	3.5273722969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
